0.036814286,0.036814286,0.026828571,0.017442857,0.008128571,0.008514286
0.036814286,0.036814286,0.026828571,0.017442857,0.008128571,0.008514286
0.036814286,0.036814286,0.026828571,0.017442857,0.008128571,0.008514286
0.036814286,0.036814286,0.026828571,0.017442857,0.008128571,0.008514286
0.036814286,0.0408,0.02885,0.01825,0.0087,0.008514286
0.036814286,0.0408,0.02885,0.01825,0.0087,0.008514286
0.036814286,0.039966667,0.028433333,0.0181,0.008666667,0.008514286
0.036814286,0.039966667,0.028433333,0.0181,0.008666667,0.008514286
0.036814286,0.039966667,0.028433333,0.0181,0.008666667,0.008514286
0.036814286,0.026828571,0.017442857,0.008128571,0.008514286,0.008514286
0.036814286,0.026828571,0.017442857,0.008128571,0.008514286,0.008514286
0.036814286,0.026828571,0.017442857,0.008128571,0.008514286,0.008514286
