Status,Tag Code,State,Agency,Rearing Code,Location (Facility or Wild Stock),Year Brood,Stock,Ancestry,Species,Stage,Weight,Length,Year Released,Release Site,Date Last Released,Ad Clipped and Tagged,Total Released,Experiment Code,Region Released,Mark Code,Thermal Mark Hatch Code,Thermal Mark RBr,Mark ID,Comment (PSMFC),,,Row Labels
NOT TAGGED,!12051ADFG11,AK,ADFG,H,FORT RICHARDSON,2003,DECEPTION CR 247-41,,CHINOOK,SMOLT       ,12.9,,2005,FLEMING SPIT 221-10,6/17/2005,0,87591,,2,TM,"2,4H","1:1.2,2.4",PWS03CHIN,,,,
NOT TAGGED,!01061ADFG05,AK,ADFG,H,FORT RICHARDSON,2004,SHIP CR,,CHINOOK,SMOLT       ,12.2,,2006,FLEMING SPIT 221-10,6/7/2006,0,113576,,2,TM,"2,3H","1:1.2,2.3",COOKINLET04CHIN,,,,
NOT TAGGED,!01071ADFG02,AK,ADFG,H,FORT RICHARDSON,2005,DECEPTION CR 247-41,,CHINOOK,SMOLT       ,9.6,,2007,FLEMING SPIT 221-10,6/6/2007,0,119860,,2,TM,"2,4H","1:1.2,2.4",PWS05CHIN,,,,
NOT TAGGED,!01081ADFG03,AK,ADFG,H,FORT RICHARDSON,2006,DECEPTION CR 247-41,WILLOW CR 247-41,CHINOOK,SMOLT       ,10.4,,2008,FLEMING SPIT 221-10,6/8/2008,0,114627,,2,TM,"2,4H","1:1.2,2.4",PWS06CHIN,,,,
NOT TAGGED,!01091ADFG04,AK,ADFG,H,FORT RICHARDSON,2007,DECEPTION CR 247-41,WILLOW CR 247-41,CHINOOK,SMOLT       ,7.5,,2009,FLEMING SPIT 221-10,6/21/2009,0,68173,,2,TM,"2,4H","1:1.2,2.4",PWS07CHIN,"REARED 11 DAYS AT FLEMING SPIT.TRANS AND HOLDING MORTS=41,470.",,,
NOT TAGGED,!01101ADFG01,AK,ADFG,H,FORT RICHARDSON,2008,DECEPTION CR + SHIP CR,WILLOW CR 247-41,CHINOOK,SMOLT       ,10.5,,2010,FLEMING SPIT 221-10,6/16/2010,0,111383,,2,TM,"2,4H","1:1.2,2.4",PWS08CHIN,,,,
NOT TAGGED,!01111ADFG04,AK,ADFG,H,FORT RICHARDSON,2009,DECEPTION CR + SHIP CR,WILLOW CR 247-41,CHINOOK,SMOLT       ,10,,2011,FLEMING SPIT 221-10,6/8/2011,0,86428,,2,TM,"2,4H","1:1.2,2.4",PWS09CHIN,,,,
NOT TAGGED,!12861ADFG16,AK,ADFG,H,FORT RICHARDSON,1985,DESHKA R,,CHINOOK,PRESMOLT    ,8.84,,1986,GRANITE BAY 223-20,6/13/1986,0,17138,,2,NO MARK,,,,,,,
NOT TAGGED,!12861ADFG17,AK,ADFG,H,FORT RICHARDSON,1985,DESHKA R,,CHINOOK,PRESMOLT    ,8.84,,1986,GRANITE BAY 223-20,6/13/1986,0,7934,,2,NO MARK,,,,,,,
NOT TAGGED,!12861ADFG11,AK,ADFG,H,FORT RICHARDSON,1985,DESHKA R,,CHINOOK,PRESMOLT    ,20.5,,1986,GRANITE BAY 223-20,5/17/1986,0,49850,,2,NO MARK,,,,,,,
TAGGED,41702,AK,ADFG,H,FORT RICHARDSON,1976,CROOKED CR 244-30,,CHINOOK,,24.25,,1977,HALIBUT CV LAG241-15,6/1/1977,28969,49947,,2,AD,,,,,,,
TAGGED,41861,AK,ADFG,H,FORT RICHARDSON,1978,CROOKED CR 244-30,,CHINOOK,,13.66,,1979,HALIBUT CV LAG241-15,6/1/1979,25901,188196,,2,AD,,,,,,,
NOT TAGGED,!12791ADFG01,AK,ADFG,H,FORT RICHARDSON,1978,HALIBUT COVE,,CHINOOK,SMOLT       ,14.37,,1979,HALIBUT CV LAG241-15,6/14/1979,0,36512,,2,NO MARK,,,,,,,
NOT TAGGED,!12031ADFG05,AK,ADFG,H,FORT RICHARDSON,2002,NINILCHIK R 244-20,,CHINOOK,SMOLT       ,12.5,,2003,HALIBUT CV LAG241-15,6/17/2003,0,106844,,2,TM,"2,3H","1:1.2,2.3",COOKINLET02CHINZ,,,,
NOT TAGGED,!12041ADFG05,AK,ADFG,H,FORT RICHARDSON,2002,NINILCHIK R 244-20,,CHINOOK,SMOLT       ,13.6,,2004,HALIBUT CV LAG241-15,6/4/2004,0,103771,,2,TM,"2,3H","1:1.2,2.3",COOKINLET02CHIN,,,,
NOT TAGGED,!12051ADFG05,AK,ADFG,H,FORT RICHARDSON,2003,NINILCHIK R 244-20,,CHINOOK,SMOLT       ,13,,2005,HALIBUT CV LAG241-15,6/15/2005,0,112521,,2,TM,"2,3H","1:1.2,2.3",COOKINLET03CHIN,,,,
NOT TAGGED,!01061ADFG01,AK,ADFG,H,FORT RICHARDSON,2004,NINILCHIK R 244-20,,CHINOOK,SMOLT       ,11.7,,2006,HALIBUT CV LAG241-15,6/14/2006,0,117549,,2,TM,"2,3H","1:1.2,2.3",COOKINLET04CHIN,,,,
NOT TAGGED,!01071ADFG05,AK,ADFG,H,FORT RICHARDSON,2005,NINILCHIK R 244-20,,CHINOOK,SMOLT       ,9.8,,2007,HALIBUT CV LAG241-15,6/13/2007,0,54560,,2,TM,"2,3H","1:1.2,2.3",COOKINLET05CHIN,,,,
NOT TAGGED,!01081ADFG05,AK,ADFG,H,FORT RICHARDSON,2006,NINILCHIK R 244-20,,CHINOOK,SMOLT       ,11.6,,2008,HALIBUT CV LAG241-15,6/23/2008,0,58674,,2,TM,"2,3H","1:1.2,2.3",COOKINLET06CHIN,,,,
NOT TAGGED,!01091ADFG07,AK,ADFG,H,FORT RICHARDSON,2007,NINILCHIK R 244-20,,CHINOOK,SMOLT       ,9.6,,2009,HALIBUT CV LAG241-15,7/1/2009,0,35065,,2,TM,"2,3H","1:1.2,2.3",COOKINLET07CHIN,,,,
NOT TAGGED,!01101ADFG09,AK,ADFG,H,FORT RICHARDSON,2008,NINILCHIK R 244-20,,CHINOOK,SMOLT       ,9.6,,2010,HALIBUT CV LAG241-15,6/15/2010,0,111134,,2,TM,"2,3H","1:1.2,2.3",COOKINLET08CHIN,,,,
NOT TAGGED,!01111ADFG05,AK,ADFG,H,FORT RICHARDSON,2009,NINILCHIK R 244-20,,CHINOOK,SMOLT       ,12.8,,2011,HALIBUT CV LAG241-15,7/4/2011,0,107338,,2,TM,"2,3H","1:1.2,2.3",COOKINLET09CHIN,,,,
NOT TAGGED,!12031ADFG04,AK,ADFG,H,FORT RICHARDSON,2002,NINILCHIK R 244-20,,CHINOOK,SMOLT       ,12,,2003,HOMER SPIT 241-13,6/6/2003,0,206292,,2,TM,"2,3H","1:1.2,2.3",COOKINLET02CHINZ,,,,
NOT TAGGED,!12041ADFG04,AK,ADFG,H,FORT RICHARDSON,2002,NINILCHIK R 244-20,,CHINOOK,SMOLT       ,13.9,,2004,HOMER SPIT 241-13,6/10/2004,0,143037,,2,TM,"2,3H","1:1.2,2.3",COOKINLET02CHIN,,,,
NOT TAGGED,!12051ADFG04,AK,ADFG,H,FORT RICHARDSON,2003,NINILCHIK R 244-20,,CHINOOK,SMOLT       ,13,,2005,HOMER SPIT 241-13,6/13/2005,0,220822,,2,TM,"2,3H","1:1.2,2.3",COOKINLET03CHIN,,,,
NOT TAGGED,!01061ADFG02,AK,ADFG,H,FORT RICHARDSON,2004,NINILCHIK R 244-20,,CHINOOK,SMOLT       ,13.15,,2006,HOMER SPIT 241-13,6/22/2006,0,224053,,2,TM,"2,3H","1:1.2,2.3",COOKINLET04CHIN,,,,
NOT TAGGED,!01071ADFG07,AK,ADFG,H,FORT RICHARDSON,2005,NINILCHIK R 244-20,,CHINOOK,SMOLT       ,11.3,,2007,HOMER SPIT 241-13,6/14/2007,0,226972,,2,TM,"2,3H","1:1.2,2.3",COOKINLET05CHIN,,,,
NOT TAGGED,!01081ADFG07,AK,ADFG,H,FORT RICHARDSON,2006,NINILCHIK R 244-20,,CHINOOK,SMOLT       ,11.6,,2008,HOMER SPIT 241-13,6/21/2008,0,212141,,2,TM,"2,3H","1:1.2,2.3",COOKINLET06CHIN,,,,
NOT TAGGED,!01091ADFG06,AK,ADFG,H,FORT RICHARDSON,2007,NINILCHIK R 244-20,,CHINOOK,SMOLT       ,9.7,,2009,HOMER SPIT 241-13,6/30/2009,0,164234,,2,TM,"2,3H","1:1.2,2.3",COOKINLET07CHIN,,,,
NOT TAGGED,!01101ADFG06,AK,ADFG,H,FORT RICHARDSON,2008,CROOKED CR 244-30,,CHINOOK,SMOLT       ,10.9,,2010,HOMER SPIT 241-13,6/10/2010,0,105797,,2,TM,"2,3H","1:1.2,2.3",COOKINLET08CHIN,,,,
NOT TAGGED,!01101ADFG08,AK,ADFG,H,FORT RICHARDSON,2008,NINILCHIK R 244-20,,CHINOOK,SMOLT       ,10.4,,2010,HOMER SPIT 241-13,6/23/2010,0,107706,,2,TM,"2,3H","1:1.2,2.3",COOKINLET08CHIN,,,,
NOT TAGGED,!01111ADFG07,AK,ADFG,H,FORT RICHARDSON,2009,CROOKED CR 244-30,,CHINOOK,SMOLT       ,12.3,,2011,HOMER SPIT 241-13,6/14/2011,0,108003,,2,TM,"2,3H","1:1.2,2.3",COOKINLET09CHIN,,,,
NOT TAGGED,!01111ADFG06,AK,ADFG,H,FORT RICHARDSON,2009,NINILCHIK R 244-20,,CHINOOK,SMOLT       ,12.5,,2011,HOMER SPIT 241-13,7/6/2011,0,111784,,2,TM,"2,3H","1:1.2,2.3",COOKINLET09CHIN,,,,
NOT TAGGED,!12031ADFG01,AK,ADFG,H,FORT RICHARDSON,2002,CROOKED CR 244-30,,CHINOOK,SMOLT       ,18.4,,2003,LOWELL CR 231-30,6/18/2003,0,110331,,2,TM,"2,5H","1:1.2,2.5",RESURRECTION02CHINZ,,,,
NOT TAGGED,!12041ADFG01,AK,ADFG,H,FORT RICHARDSON,2002,CROOKED CR 244-30,,CHINOOK,SMOLT       ,18.3,,2004,LOWELL CR 231-30,6/3/2004,0,89388,,2,TM,"2,5H","1:1.2,2.5",RESURRECTION02CHIN,,,,
NOT TAGGED,!12051ADFG01,AK,ADFG,H,FORT RICHARDSON,2003,CROOKED CR 244-30,,CHINOOK,SMOLT       ,18.2,,2005,LOWELL CR 231-30,6/10/2005,0,100088,,2,TM,"2,5H","1:1.2,2.5",RESURRECTION03CHIN,,,,
NOT TAGGED,!01101ADFG03,AK,ADFG,H,FORT RICHARDSON,2008,CROOKED CR 244-30,,CHINOOK,SMOLT       ,10.9,,2010,LOWELL CR 231-30,6/4/2010,0,109779,,2,TM,"2,5H","1:1.2,2.5",RESURRECTION08CHIN,,,,
TAGGED,311759,AK,ADFG,H,FORT RICHARDSON,1987,MONTANA CR 247-41,,CHINOOK,,12.3,,1988,MONTANA CR 247-41,7/5/1988,21588,132503,,2,AD,,,,,,,
TAGGED,311831,AK,ADFG,H,FORT RICHARDSON,1988,WILLOW CR 247-41,,CHINOOK,,12.3,,1989,MONTANA CR 247-41,6/7/1989,20327,200179,,2,AD,,,,,,,
TAGGED,311762,AK,ADFG,H,FORT RICHARDSON,1987,NINILCHIK R 244-20,,CHINOOK,,12.5,,1988,NINILCHIK R 244-20,7/6/1988,30944,248586,,2,AD,,,,,,,
TAGGED,311830,AK,ADFG,H,FORT RICHARDSON,1988,NINILCHIK R 244-20,,CHINOOK,,11.8,,1989,NINILCHIK R 244-20,6/1/1989,19413,200203,,2,AD,,,,,,,
TAGGED,311735,AK,ADFG,H,FORT RICHARDSON,1989,NINILCHIK R 244-20,NINILCHIK R 244-20,CHINOOK,SMOLT       ,12.8,,1990,NINILCHIK R 244-20,5/30/1990,39513,215804,,2,AD,,,,,,,
TAGGED,311934,AK,ADFG,H,FORT RICHARDSON,1990,NINILCHIK R 244-20,NINILCHIK R 244-20,CHINOOK,SMOLT       ,12,100,1991,NINILCHIK R 244-20,5/22/1991,12982,87992,,2,AD,,,,,,,
TAGGED,312104,AK,ADFG,H,FORT RICHARDSON,1991,NINILCHIK R 244-20,NINILCHIK R 244-20,CHINOOK,SMOLT       ,12.5,107,1992,NINILCHIK R 244-20,5/28/1992,41335,132387,,2,AD,,,,,,,
TAGGED,312159,AK,ADFG,H,FORT RICHARDSON,1992,NINILCHIK R 244-20,NINILCHIK R 244-20,CHINOOK,SMOLT       ,14.7,107,1993,NINILCHIK R 244-20,6/8/1993,42960,184585,,2,AD,,,,,,,
TAGGED,312318,AK,ADFG,H,FORT RICHARDSON,1993,NINILCHIK R 244-20,NINILCHIK R 244-20,CHINOOK,SMOLT       ,12,100,1994,NINILCHIK R 244-20,5/31/1994,45546,201513,,2,AD,,,,,,,
TAGGED,312435,AK,ADFG,H,FORT RICHARDSON,1994,NINILCHIK R 244-20,NINILCHIK R 244-20,CHINOOK,SMOLT       ,14.1,,1995,NINILCHIK R 244-20,5/31/1995,54353,54902,,2,AD,,,,,,,
TAGGED,312515,AK,ADFG,H,FORT RICHARDSON,1995,NINILCHIK R 244-20,NINILCHIK R 244-20,CHINOOK,SMOLT       ,12.88,,1996,NINILCHIK R 244-20,6/13/1996,50962,51686,,2,AD,,,,,,,
TAGGED,312608,AK,ADFG,H,FORT RICHARDSON,1996,NINILCHIK R 244-20,NINILCHIK R 244-20,CHINOOK,SMOLT       ,12,,1997,NINILCHIK R 244-20,6/17/1997,50292,50698,,2,AD,,,,,,,
TAGGED,312635,AK,ADFG,H,FORT RICHARDSON,1997,NINILCHIK R 244-20,NINILCHIK R 244-20,CHINOOK,SMOLT       ,11.4,,1998,NINILCHIK R 244-20,6/15/1998,47480,48798,,2,AD,,,,,,,
TAGGED,310147,AK,ADFG,H,FORT RICHARDSON,1998,NINILCHIK R 244-20,NINILCHIK R 244-20,CHINOOK,SMOLT       ,13.6,104,1999,NINILCHIK R 244-20,6/15/1999,48906,49853,,2,AD,,,,,,,
TAGGED,310248,AK,ADFG,H,FORT RICHARDSON,1999,NINILCHIK R 244-20,NINILCHIK R 244-20,CHINOOK,SMOLT       ,10.2,96,2000,NINILCHIK R 244-20,6/2/2000,50016,51298,,2,AD,,,,,,,
TAGGED,310260,AK,ADFG,H,FORT RICHARDSON,2000,NINILCHIK R 244-20,,CHINOOK,SMOLT       ,13.6,104,2001,NINILCHIK R 244-20,6/13/2001,54441,54770,,2,AD,,,,,,,
TAGGED,310282,AK,ADFG,H,FORT RICHARDSON,2001,NINILCHIK R 244-20,,CHINOOK,SMOLT       ,12.1,101,2002,NINILCHIK R 244-20,6/14/2002,54139,54631,,2,AD+TM,"2,5H","1:1.2,2.5",COOKINLETNN01CHINZ,,,,
TAGGED,310193,AK,ADFG,H,FORT RICHARDSON,2002,NINILCHIK R 244-20,,CHINOOK,SMOLT       ,12.6,105,2003,NINILCHIK R 244-20,6/12/2003,6275,6791,,2,AD+TM,"2,3H","1:1.2,2.3",COOKINLET02CHINZ,,,,
TAGGED,310256,AK,ADFG,H,FORT RICHARDSON,2002,NINILCHIK R 244-20,,CHINOOK,SMOLT       ,12.6,105,2003,NINILCHIK R 244-20,6/12/2003,38074,41206,,2,AD+TM,"2,3H","1:1.2,2.3",COOKINLET02CHINZ,,,,
TAGGED,310318,AK,ADFG,H,FORT RICHARDSON,2002,NINILCHIK R 244-20,,CHINOOK,SMOLT       ,11.9,101,2004,NINILCHIK R 244-20,6/12/2004,51252,51303,,2,AD+TM,"2,3H","1:1.2,2.3",COOKINLET02CHIN,,,,
TAGGED,310341,AK,ADFG,H,FORT RICHARDSON,2003,NINILCHIK R 244-20,,CHINOOK,SMOLT       ,12.5,102,2005,NINILCHIK R 244-20,5/19/2005,54898,55229,,2,AD+TM,"2,3H","1:1.2,2.3",COOKINLET03CHIN,,,,
TAGGED,310358,AK,ADFG,H,FORT RICHARDSON,2004,NINILCHIK R 244-20,,CHINOOK,SMOLT       ,9.6,,2006,NINILCHIK R 244-20,5/17/2006,57537,57537,,2,AD+TM,"2,3H","1:1.2,2.3",COOKINLET04CHIN,,,,
TAGGED,310366,AK,ADFG,H,FORT RICHARDSON,2005,NINILCHIK R 244-20,,CHINOOK,SMOLT       ,8.7,92,2007,NINILCHIK R 244-20,5/17/2007,56199,56368,,2,AD+TM,"2,3H","1:1.2,2.3",COOKINLET05CHIN,,,,
TAGGED,310372,AK,ADFG,H,FORT RICHARDSON,2006,NINILCHIK R 244-20,,CHINOOK,SMOLT       ,10.3,96,2008,NINILCHIK R 244-20,5/15/2008,56658,56943,,2,AD+TM,"2,3H","1:1.2,2.3",COOKINLET06CHIN,,,,
TAGGED,310376,AK,ADFG,H,FORT RICHARDSON,2007,NINILCHIK R 244-20,,CHINOOK,SMOLT       ,8.2,88,2009,NINILCHIK R 244-20,5/14/2009,54351,54845,,2,AD+TM,"2,3H","1:1.2,2.3",COOKINLET07CHIN,,,,
TAGGED,310379,AK,ADFG,H,FORT RICHARDSON,2008,NINILCHIK R 244-20,,CHINOOK,SMOLT       ,9.4,93,2010,NINILCHIK R 244-20,5/13/2010,57248,58297,,2,AD+TM,"2,3H","1:1.2,2.3",COOKINLET08CHIN,,,,
NOT TAGGED,!01111ADFG08,AK,ADFG,H,FORT RICHARDSON,2009,NINILCHIK R 244-20,,CHINOOK,SMOLT       ,11.2,,2011,NINILCHIK R 244-20,5/17/2011,0,59462,,2,AD+TM,"2,3H","1:1.2,2.3",COOKINLET09CHIN,,,,
NOT TAGGED,!01101ADFG07,AK,ADFG,H,FORT RICHARDSON,2008,DECEPTION CR 247-41,WILLOW CR 247-41,CHINOOK,SMOLT       ,9.5,,2010,PASSAGE CANAL 224-10,6/8/2010,0,108881,,2,TM,"2,4H","1:1.2,2.4",PWS08CHIN,,,,
NOT TAGGED,!12031ADFG06,AK,ADFG,H,FORT RICHARDSON,2002,NINILCHIK R 244-20,,CHINOOK,SMOLT       ,11.4,,2003,SELDOVIA HBR 241-11,6/11/2003,0,107521,,2,TM,"2,3H","1:1.2,2.3",COOKINLET02CHINZ,,,,
NOT TAGGED,!01111ADFG09,AK,ADFG,H,FORT RICHARDSON,2009,CROOKED CR 244-30,,CHINOOK,SMOLT       ,11.4,,2011,SELDOVIA HBR 241-11,6/17/2011,0,103382,,2,TM,"2,3H","1:1.2,2.3",COOKINLET09CHIN,,,,
NOT TAGGED,!12031ADFG02,AK,ADFG,H,FORT RICHARDSON,2002,CROOKED CR 244-30,,CHINOOK,SMOLT       ,12.5,,2003,SEWARD LAGOON 231-30,6/20/2003,0,109976,,2,TM,"2,5H","1:1.2,2.5",RESURRECTION02CHINZ,,,,
NOT TAGGED,!12051ADFG02,AK,ADFG,H,FORT RICHARDSON,2003,CROOKED CR 244-30,,CHINOOK,SMOLT       ,12.1,,2005,SEWARD LAGOON 231-30,5/25/2005,0,114847,,2,TM,"2,5H","1:1.2,2.5",RESURRECTION03CHIN,,,,
NOT TAGGED,!01061ADFG10,AK,ADFG,H,FORT RICHARDSON,2004,CROOKED CR+DECEPTION CR,,CHINOOK,SMOLT       ,13.3,,2006,SEWARD LAGOON 231-30,6/13/2006,0,116826,,2,TM,"2,5H","1:1.2,2.5",RESURRECTION04CHIN,,,,
NOT TAGGED,!01061ADFG07,AK,ADFG,H,FORT RICHARDSON,2004,SHIP CR,,CHINOOK,SMOLT       ,12.5,,2006,SEWARD LAGOON 231-30,6/13/2006,0,109795,,2,TM,"2,3H","1:1.2,2.3",COOKINLET04CHIN,,,,
NOT TAGGED,!01101ADFG02,AK,ADFG,H,FORT RICHARDSON,2008,CROOKED CR+SHIP CR,,CHINOOK,SMOLT       ,9.82,,2010,SEWARD LAGOON 231-30,5/24/2010,0,110671,,2,TM,"2,5H","1:1.2,2.5",RESURRECTION08CHIN,,,,
NOT TAGGED,!01111ADFG10,AK,ADFG,H,FORT RICHARDSON,2009,CROOKED CR 244-30,,CHINOOK,SMOLT       ,12.5,,2011,SEWARD LAGOON 231-30,6/27/2011,0,114991,,2,TM,"2,5H","1:1.2,2.5",RESURRECTION09CHIN,,,,
NOT TAGGED,!01111ADFG11,AK,ADFG,H,FORT RICHARDSON,2009,SHIP CR,,CHINOOK,SMOLT       ,10.8,,2011,SEWARD LAGOON 231-30,6/21/2011,0,108890,,2,TM,"2,5H","1:1.2,2.5",RESURRECTION09CHIN,,,,
TAGGED,312624,AK,ADFG,H,FORT RICHARDSON,1998,DECEPTION CR 247-41,DECEPTION CR 247-41,CHINOOK,SMOLT       ,13.6,106,1999,SHAKESPEARE CREEK 224-10,6/16/1999,43312,49797,,2,AD,,,,,,,
NOT TAGGED,!12881ADFG15,AK,ADFG,H,FORT RICHARDSON,1987,WILLOW CR 247-41,,CHINOOK,SMOLT       ,11.7,,1988,SHEEP CR 247-41,7/7/1988,0,132125,,2,NO MARK,,,,,,,
NOT TAGGED,!12891ADFG13,AK,ADFG,H,FORT RICHARDSON,1988,WILLOW CR 247-41,,CHINOOK,PRESMOLT    ,12.3,,1989,SHEEP CR 247-41,6/6/1989,0,160989,,2,NO MARK,,,,,,,
TAGGED,311836,AK,ADFG,H,FORT RICHARDSON,1988,WILLOW CR 247-41,,CHINOOK,,12.3,,1989,SHEEP CR 247-41,6/6/1989,19829,47181,,2,AD,,,,,,,
NOT TAGGED,!12701ADFG01,AK,ADFG,H,FORT RICHARDSON,1969,SHIP CR,,CHINOOK,SMOLT       ,15.64,,1970,SHIP CR 247-50,5/18/1970,0,45700,,2,NO MARK,,,,,,,
NOT TAGGED,!12711ADFG01,AK,ADFG,H,FORT RICHARDSON,1970,SHIP CR,,CHINOOK,SMOLT       ,23.87,,1971,SHIP CR 247-50,5/28/1971,0,186700,,2,NO MARK,,,,,,,
NOT TAGGED,!12721ADFG02,AK,ADFG,H,FORT RICHARDSON,1971,SHIP CR,,CHINOOK,SMOLT       ,23.99,,1972,SHIP CR 247-50,5/25/1972,0,71614,,2,AD+RV,,,,,,,
NOT TAGGED,!12721ADFG03,AK,ADFG,H,FORT RICHARDSON,1971,SHIP CR,,CHINOOK,SMOLT       ,26.68,,1972,SHIP CR 247-50,5/26/1972,0,200,,2,AD+RV,,,,,,,
NOT TAGGED,!12731ADFG01,AK,ADFG,H,FORT RICHARDSON,1972,CHIGNIK R,,CHINOOK,SMOLT       ,24.13,,1973,SHIP CR 247-50,6/1/1973,0,53721,,2,AD,,,,,,,
NOT TAGGED,!12731ADFG02,AK,ADFG,H,FORT RICHARDSON,1972,SHIP CR,,CHINOOK,SMOLT       ,29.65,,1973,SHIP CR 247-50,6/1/1973,0,106413,,2,AD,,,,,,,
NOT TAGGED,!12741ADFG01,AK,ADFG,H,FORT RICHARDSON,1973,SHIP CR,,CHINOOK,SMOLT       ,24.1,,1974,SHIP CR 247-50,5/29/1974,0,204000,,2,AD+RV,,,,,,,
NOT TAGGED,!12751ADFG01,AK,ADFG,H,FORT RICHARDSON,1974,SHIP CR,,CHINOOK,SMOLT       ,28.8,,1975,SHIP CR 247-50,6/2/1975,0,21400,,2,AD,,,,,,,
NOT TAGGED,!12751ADFG02,AK,ADFG,H,FORT RICHARDSON,1974,SHIP CR,,CHINOOK,SMOLT       ,28.8,,1975,SHIP CR 247-50,6/2/1975,0,62100,,2,NO MARK,,,,,,,
NOT TAGGED,!12761ADFG02,AK,ADFG,H,FORT RICHARDSON,1975,SHIP CR,,CHINOOK,SMOLT       ,19.72,,1976,SHIP CR 247-50,5/28/1976,0,39000,,2,NO MARK,,,,,,,
TAGGED,40411,AK,ADFG,H,FORT RICHARDSON,1975,SHIP CR,,CHINOOK,,,,1976,SHIP CR 247-50,5/1/1976,24500,24500,,2,AD,,,,,,,
NOT TAGGED,!12771ADFG03,AK,ADFG,H,FORT RICHARDSON,1976,SHIP CR,,CHINOOK,SMOLT       ,30.33,,1977,SHIP CR 247-50,6/3/1977,0,87233,,2,LV,,,,,,,
NOT TAGGED,!12771ADFG04,AK,ADFG,H,FORT RICHARDSON,1976,SHIP CR,,CHINOOK,SMOLT       ,30.42,,1977,SHIP CR 247-50,6/7/1977,0,83283,,2,NO MARK,,,,,,,
NOT TAGGED,!12031ADFG07,AK,ADFG,H,FORT RICHARDSON,2002,SHIP CR,,CHINOOK,SMOLT       ,11.3,,2003,SHIP CR 247-50,5/23/2003,0,329416,,2,TM,"2,3H","1:1.2,2.3",COOKINLET02CHINZ,,,,
NOT TAGGED,!12041ADFG07,AK,ADFG,H,FORT RICHARDSON,2002,SHIP CR,,CHINOOK,SMOLT       ,12.8,,2004,SHIP CR 247-50,5/17/2004,0,209060,,2,TM,"2,3H","1:1.2,2.3",COOKINLET02CHIN,,,,
NOT TAGGED,!12051ADFG07,AK,ADFG,H,FORT RICHARDSON,2003,SHIP CR,,CHINOOK,SMOLT       ,13.1,,2005,SHIP CR 247-50,5/16/2005,0,344191,,2,TM,"2,3H","1:1.2,2.3",COOKINLET03CHIN,,,,
NOT TAGGED,!01061ADFG08,AK,ADFG,H,FORT RICHARDSON,2004,SHIP CR,,CHINOOK,SMOLT       ,11.3,,2006,SHIP CR 247-50,5/22/2006,0,60412,,2,TM,"2,3H","1:1.2,2.3",COOKINLET04CHIN,,,,
NOT TAGGED,!01061ADFG09,AK,ADFG,H,FORT RICHARDSON,2004,SHIP CR,,CHINOOK,SMOLT       ,11.9,,2006,SHIP CR 247-50,5/22/2006,0,115643,,2,TM,"2,4H","1:1.2,2.4",PWS04CHIN,,,,
NOT TAGGED,!01071ADFG03,AK,ADFG,H,FORT RICHARDSON,2005,SHIP CR,,CHINOOK,SMOLT       ,8.33,,2007,SHIP CR 247-50,5/18/2007,0,333940,,2,TM,"2,3H","1:1.2,2.3",COOKINLET05CHIN,,,,
NOT TAGGED,!01081ADFG01,AK,ADFG,H,FORT RICHARDSON,2006,SHIP CR,,CHINOOK,SMOLT       ,10.03,,2008,SHIP CR 247-50,5/30/2008,0,341495,,2,TM,"2,3H","1:1.2,2.3",COOKINLET06CHIN,,,,
NOT TAGGED,!01091ADFG01,AK,ADFG,H,FORT RICHARDSON,2007,SHIP CR,,CHINOOK,SMOLT       ,7.6,,2009,SHIP CR 247-50,6/5/2009,0,282735,,2,TM,"2,3H","1:1.2,2.3",COOKINLET07CHIN,,,,
NOT TAGGED,!01111ADFG12,AK,ADFG,H,FORT RICHARDSON,2009,SHIP CR,,CHINOOK,SMOLT       ,11.6,,2011,SHIP CR 247-50,6/23/2011,0,314194,,2,TM,"2,3H","1:1.2,2.3",COOKINLET09CHIN,,,,
NOT TAGGED,!12761ADFG03,AK,ADFG,H,FORT RICHARDSON,1975,SHIP CR,,CHINOOK,SMOLT       ,20.16,,1976,TUTKA BAY 241-16,6/9/1976,0,26000,,2,RV,,,,,,,
TAGGED,312622,AK,ADFG,H,FORT RICHARDSON,1998,DECEPTION CR 247-41,DECEPTION CR 247-41,CHINOOK,SMOLT       ,14.6,108,1999,VALDEZ GLACIER STR 221-61,6/17/1999,45923,49853,,2,AD,,,,,,,
TAGGED,310258,AK,ADFG,H,FORT RICHARDSON,2001,DECEPTION CR 247-41,,CHINOOK,SMOLT       ,12,102,2002,VALDEZ HARBOR 221-61,6/12/2002,42650,107861,,2,AD+TM,"2,4H","1:1.2,2.4",PWS01CHINZ,,,,
NOT TAGGED,!12031ADFG10,AK,ADFG,H,FORT RICHARDSON,2002,DECEPTION CR 247-41,,CHINOOK,SMOLT       ,11.5,,2003,VALDEZ HARBOR 221-61,5/23/2003,0,109661,,2,TM,"2,4H","1:1.2,2.4",PWS02CHINZ,,,,
NOT TAGGED,!12041ADFG10,AK,ADFG,H,FORT RICHARDSON,2002,DECEPTION CR 247-41,,CHINOOK,SMOLT       ,14.4,,2004,VALDEZ OLD TOWN SITE 221,6/11/2004,0,99464,,2,TM,"2,4H","1:1.2,2.4",PWS02CHIN,,,,
