species,run,brood_year,year,first_release_date,last_release_date,mon,release_stage,rearing_type,avg_weight,avg_length,cwt_1st_mark_count,cwt_2nd_mark_count,non_cwt_1st_mark_count,non_cwt_2nd_mark_count,total,release_location_name,hatchery_location_name,release_location_state,release_location_rmis_region,release_location_rmis_basin,area,areaID,run2
1,1,1987,1989,19890315,19890330,3,S,H,20.31,121,53419,,340722,979,395120,RAPID RIVER HATCHERY,RAPID RIVER HATCHERY,ID,SNAK,SALM,CR,3,1
1,3,1989,1990,19901015,19901016,10,Y,H,46.8,121,97810,,376899,3811,478520,,TRINITY R HATCHERY,CA,KLTR,TRIN,NorCA_OR,2,3
1,7,2005,2005,20051208,20051208,12,S,H,27.18,122,17165,,350,,17515,MOK R GEORGIANNA SLOUGH,COLEMAN NFH,CA,SJOA,MOKE,CenCa,1,9
1,7,2005,2005,20051208,20051208,12,S,H,27.18,122,17322,,354,,17676,MOK R GEORGIANNA SLOUGH,COLEMAN NFH,CA,SJOA,MOKE,CenCa,1,9
1,7,2007,2007,20071206,20071206,12,S,H,22.68,122,17692,,361,,18053,MOK R GEORGIANNA SLOUGH,COLEMAN NFH,CA,SJOA,MOKE,CenCa,1,9
1,1,1989,1991,19910308,19910313,3,S,H,20.83,122,11908,,7362,36,19306,SAWTOOTH HATCHERY,SAWTOOTH HATCHERY,ID,SNAK,SALM,CR,3,1
1,2,1990,1992,19920323,19920327,3,S,H,19.2,122,20308,,227,,20535,SFK SAL@ KNOX BRIDGE,MCCALL HATCHERY,ID,SNAK,SALM,CR,3,2
1,2,1990,1992,19920323,19920327,3,S,H,19.2,122,20577,,230,,20807,SFK SAL@ KNOX BRIDGE,MCCALL HATCHERY,ID,SNAK,SALM,CR,3,2
1,2,1990,1992,19920323,19920327,3,S,H,19.2,122,20993,,235,,21228,SFK SAL@ KNOX BRIDGE,MCCALL HATCHERY,ID,SNAK,SALM,CR,3,2
1,2,1990,1992,19920323,19920327,3,S,H,19.2,122,21162,,236,,21398,SFK SAL@ KNOX BRIDGE,MCCALL HATCHERY,ID,SNAK,SALM,CR,3,2
1,1,1989,1991,19910308,19910313,3,S,H,20.36,122,13942,,8620,98,22660,SAWTOOTH HATCHERY,SAWTOOTH HATCHERY,ID,SNAK,SALM,CR,3,1
1,1,2005,2007,20070515,20070515,5,S,H,21.77,122,23233,,106,,23339,,LITTLE PORT WALTER,AK,SEAK,SENE,SEAK,7,1
1,1,1989,1991,19910308,19910313,3,S,H,20.36,122,14908,,9217,105,24230,SAWTOOTH HATCHERY,SAWTOOTH HATCHERY,ID,SNAK,SALM,CR,3,1
1,1,2009,2011,20110404,20110413,4,S,H,15.82,122,24108,,746,,24854,WARM SPRINGS R,WARM SPRINGS NFH,OR,CECR,DESC,CR,3,1
1,1,1989,1991,19910308,19910313,3,S,H,20.83,122,17500,,10819,53,28372,SAWTOOTH HATCHERY,SAWTOOTH HATCHERY,ID,SNAK,SALM,CR,3,1
1,1,2009,2011,20110404,20110413,4,S,H,15.82,122,28097,,1232,,29329,WARM SPRINGS R,WARM SPRINGS NFH,OR,CECR,DESC,CR,3,1
1,1,2009,2011,20110404,20110413,4,S,H,15.82,122,28432,,1062,,29494,WARM SPRINGS R,WARM SPRINGS NFH,OR,CECR,DESC,CR,3,1
1,1,1988,1990,19900611,19900611,6,S,H,17.52,122,9658,,22676,147,32481,,SNETTISHAM,AK,SEAK,SENE,SEAK,7,1
1,1,1992,1994,19940510,19940510,5,S,H,18.96,122,9785,,31253,1003,42041,,DEER MOUNTAIN,AK,SEAK,SESE,SEAK,7,1
1,7,1993,1994,19940103,19940103,1,S,H,36.04,122,53464,,1824,,55288,COLEMAN NFH,COLEMAN NFH,CA,SAFA,SACR,CenCa,1,9
1,2,1990,1992,19920323,19920327,3,S,H,19.2,122,21252,,41507,237,62996,SFK SAL@ KNOX BRIDGE,MCCALL HATCHERY,ID,SNAK,SALM,CR,3,2
1,2,1990,1992,19920323,19920327,3,S,H,19.2,122,21301,,41603,238,63142,SFK SAL@ KNOX BRIDGE,MCCALL HATCHERY,ID,SNAK,SALM,CR,3,2
1,2,1990,1992,19920323,19920327,3,S,H,19.2,122,21353,,41705,238,63296,SFK SAL@ KNOX BRIDGE,MCCALL HATCHERY,ID,SNAK,SALM,CR,3,2
1,2,1990,1992,19920323,19920327,3,S,H,19.2,122,21427,,41849,239,63515,SFK SAL@ KNOX BRIDGE,MCCALL HATCHERY,ID,SNAK,SALM,CR,3,2
1,2,1990,1992,19920323,19920327,3,S,H,19.2,122,21430,,41855,239,63524,SFK SAL@ KNOX BRIDGE,MCCALL HATCHERY,ID,SNAK,SALM,CR,3,2
1,2,1990,1992,19920323,19920327,3,S,H,19.2,122,21558,,42105,241,63904,SFK SAL@ KNOX BRIDGE,MCCALL HATCHERY,ID,SNAK,SALM,CR,3,2
1,2,1990,1992,19920323,19920327,3,S,H,19.2,122,21693,,42369,242,64304,SFK SAL@ KNOX BRIDGE,MCCALL HATCHERY,ID,SNAK,SALM,CR,3,2
1,1,2010,2012,20120515,20120515,5,S,H,22.6,122,9423,,55148,124,64695,,WHITMAN LAKE,AK,SEAK,SESE,SEAK,7,1
1,1,2010,2012,20120515,20120515,5,S,H,22.6,122,9439,,55242,124,64805,,WHITMAN LAKE,AK,SEAK,SESE,SEAK,7,1
1,2,1990,1992,19920323,19920327,3,S,H,19.2,122,21972,,42914,245,65131,SFK SAL@ KNOX BRIDGE,MCCALL HATCHERY,ID,SNAK,SALM,CR,3,2
1,2,1990,1992,19920323,19920327,3,S,H,19.2,122,21996,,42960,246,65202,SFK SAL@ KNOX BRIDGE,MCCALL HATCHERY,ID,SNAK,SALM,CR,3,2
1,2,1990,1992,19920323,19920327,3,S,H,19.2,122,22002,,42972,246,65220,SFK SAL@ KNOX BRIDGE,MCCALL HATCHERY,ID,SNAK,SALM,CR,3,2
1,2,1990,1992,19920323,19920327,3,S,H,19.2,122,22148,,43257,247,65652,SFK SAL@ KNOX BRIDGE,MCCALL HATCHERY,ID,SNAK,SALM,CR,3,2
1,1,1988,1990,19900611,19900611,6,S,H,17.52,122,20358,,48313,310,68981,,SNETTISHAM,AK,SEAK,SENE,SEAK,7,1
1,1,2005,2007,20070525,20070525,5,S,H,21.16,122,10988,,58901,111,70000,,WHITMAN LAKE,AK,SEAK,SESE,SEAK,7,1
1,1,2005,2007,20070525,20070525,5,S,H,21.16,122,10973,,58916,111,70000,,WHITMAN LAKE,AK,SEAK,SESE,SEAK,7,1
1,7,1998,1998,19981201,19981201,12,S,H,20.61,122,69180,,2140,,71320,MOK R GEORGIANNA SLOUGH,COLEMAN NFH,CA,SJOA,MOKE,CenCa,1,9
1,7,2006,2007,20070103,20070103,1,S,H,31.94,122,74710,,1138,,75848,COLEMAN NFH,COLEMAN NFH,CA,SAFA,SACR,CenCa,1,9
1,7,2007,2007,20071126,20071126,11,S,H,23.26,122,76936,,1570,,78506,COLEMAN NFH,COLEMAN NFH,CA,SAFA,SACR,CenCa,1,9
1,1,2008,2010,20100521,20100521,5,S,H,20.9,122,9345,,69464,191,79000,,WHITMAN LAKE,AK,SEAK,SESE,SEAK,7,1
1,1,2011,2013,20130520,20130520,5,S,H,20.3,122,9444,,69441,115,79000,,WHITMAN LAKE,AK,SEAK,SESE,SEAK,7,1
1,1,1996,1998,199805,19980504,5,Y,H,17,122,49201,,29712,248,79161,,H-Spius Creek H,BC,FRTH,TOMM,S_SEA,5,1
1,1,2007,2009,20090326,20090414,4,S,H,16.14,122,85896,,328,,86224,WARM SPRINGS R,WARM SPRINGS NFH,OR,CECR,DESC,CR,3,1
1,1,2012,2014,20140522,20140522,5,S,H,24.87,122,11067,,75736,33,86836,,WHITMAN LAKE,AK,SEAK,SESE,SEAK,7,1
1,1,2011,2013,20130520,20130520,5,S,H,20.4,122,9434,,86628,115,96177,,WHITMAN LAKE,AK,SEAK,SESE,SEAK,7,1
1,1,2011,2013,20130520,20130520,5,S,H,20.4,122,9485,,87223,115,96823,,WHITMAN LAKE,AK,SEAK,SESE,SEAK,7,1
1,1,2004,2006,20060530,20060530,5,S,H,17.97,122,11227,,96498,102,107827,,CRYSTAL LAKE,AK,SEAK,SESE,SEAK,7,1
1,1,1992,1994,19940519,19940519,5,S,H,22.17,122,10258,,103035,62,113355,,WHITMAN LAKE,AK,SEAK,SESE,SEAK,7,1
1,1,1992,1994,19940519,19940519,5,S,H,22.17,122,10360,,104064,63,114487,,WHITMAN LAKE,AK,SEAK,SESE,SEAK,7,1
1,1,1992,1994,19940519,19940519,5,S,H,22.17,122,10465,,105112,63,115640,,WHITMAN LAKE,AK,SEAK,SESE,SEAK,7,1
1,1,2005,2007,20070525,20070525,5,S,H,22.58,122,11073,,127815,112,139000,,WHITMAN LAKE,AK,SEAK,SESE,SEAK,7,1
1,1,2003,2005,20050415,20050415,4,S,H,20.1,122,97090,,62334,,159424,ICICLE CR    45.0474,LEAVENWORTH HATCHERY,WA,UPCR,WECH,CR,3,1
1,1,2003,2005,20050415,20050415,4,S,H,20.1,122,98053,,62023,,160076,ICICLE CR    45.0474,LEAVENWORTH HATCHERY,WA,UPCR,WECH,CR,3,1
1,1,1993,1995,19950613,19950613,6,S,H,23.4,122,39683,,153258,523,193464,,MACAULAY,AK,SEAK,SENE,SEAK,7,1
1,1,1992,1994,19940519,19940519,5,S,H,22.17,122,31362,,315006,189,346557,,WHITMAN LAKE,AK,SEAK,SESE,SEAK,7,1
1,2,1999,2000,20000619,20000619,6,Y,H,24.51,122,340761,9240,13240,359,363600,COLUMBIA R - GENERAL,WELLS HATCHERY,WA,CRGN,CRGNG,CR,3,2
1,1,1992,1994,19940519,19940519,5,S,H,22.17,122,41432,,416155,250,457837,,WHITMAN LAKE,AK,SEAK,SESE,SEAK,7,1
1,1,1991,1993,19930518,19930518,5,S,H,24.9,122,53706,,471881,873,526460,,WHITMAN LAKE,AK,SEAK,SESE,SEAK,7,1
1,1,1991,1993,19930518,19930518,5,S,H,24.9,122,53794,,481571,875,536240,,WHITMAN LAKE,AK,SEAK,SESE,SEAK,7,1
1,1,1990,1992,19920515,19920515,5,S,H,21.64,123,6780,,1181,2165,10126,,DEER MOUNTAIN,AK,SEAK,SESE,SEAK,7,1
1,1,1990,1992,19920515,19920515,5,S,H,21.64,123,7287,,1270,2327,10884,,DEER MOUNTAIN,AK,SEAK,SESE,SEAK,7,1
1,1,1989,1991,19910524,19910524,5,S,H,19.8,123,9343,,2095,1038,12476,,DEER MOUNTAIN,AK,SEAK,SESW,SEAK,7,1
1,1,1989,1991,19910524,19910524,5,S,H,19.8,123,9408,,2112,1045,12565,,DEER MOUNTAIN,AK,SEAK,SESW,SEAK,7,1
1,7,2005,2005,20051214,20051214,12,S,H,23.99,123,12720,,194,,12914,PORT CHICAGO,COLEMAN NFH,CA,CECA,SFBA,CenCa,1,9
1,7,2005,2005,20051208,20051208,12,S,H,30.04,123,17152,,440,,17592,MOK R GEORGIANNA SLOUGH,COLEMAN NFH,CA,SJOA,MOKE,CenCa,1,9
1,7,2005,2005,20051208,20051208,12,S,H,30.04,123,17190,,441,,17631,MOK R GEORGIANNA SLOUGH,COLEMAN NFH,CA,SJOA,MOKE,CenCa,1,9
1,1,1989,1991,19910528,19910528,5,S,H,21.83,123,9343,,9091,823,19257,,DEER MOUNTAIN,AK,SEAK,SESE,SEAK,7,1
1,3,1982,1983,19831114,19831114,11,Y,H,40.14,123,20765,,761,,21526,,TRINITY R HATCHERY,CA,KLTR,TRIN,NorCA_OR,2,3
1,1,1989,1991,19910308,19910313,3,S,H,17.8,123,14311,,8848,43,23202,SAWTOOTH HATCHERY,SAWTOOTH HATCHERY,ID,SNAK,SALM,CR,3,1
1,1,2005,2007,20070515,20070515,5,S,H,22.57,123,23638,,100,,23738,,LITTLE PORT WALTER,AK,SEAK,SENE,SEAK,7,1
1,1,1989,1991,19910308,19910313,3,S,H,17.8,123,14993,,9270,45,24308,SAWTOOTH HATCHERY,SAWTOOTH HATCHERY,ID,SNAK,SALM,CR,3,1
1,1,2004,2005,20050418,20050422,4,Y,H,30.23,123,24380,,620,,25000,TWISP R      48.0374,TWISP ACCLIMATION PD,WA,UPCR,MEOK,CR,3,1
1,1,2009,2011,20110404,20110418,4,S,H,16.53,123,29223,,295,,29518,WARM SPRINGS R,WARM SPRINGS NFH,OR,CECR,DESC,CR,3,1
1,1,2009,2011,20110404,20110418,4,S,H,16.53,123,28825,,709,,29534,WARM SPRINGS R,WARM SPRINGS NFH,OR,CECR,DESC,CR,3,1
1,2,1992,1994,19940427,19940429,4,Y,H,21,123,23597,,23834,238,47669,,H-Spius Creek H,BC,FRTH,UPFR,S_SEA,5,2
1,7,1997,1997,19971205,19971205,12,S,H,24.31,123,46756,,2984,,49740,SAC R AT RYDE KOKET,COLEMAN NFH,CA,SAFA,SACR,CenCa,1,9
1,1,1997,1999,19990501,19990510,5,S,H,22,123,17447,,31403,2561,51411,,DEER MOUNTAIN,AK,SEAK,SESE,SEAK,7,1
1,7,1993,1994,19940104,19940104,1,S,H,39.82,123,54248,,,,54248,COLEMAN NFH,COLEMAN NFH,CA,SAFA,SACR,CenCa,1,9
1,1,2007,2009,20090326,20090420,4,S,H,17,123,59797,,,,59797,WARM SPRINGS R,WARM SPRINGS NFH,OR,CECR,DESC,CR,3,1
1,7,2010,2010,20101209,20101209,12,S,H,30,123,60391,321,1606,1927,64245,COLEMAN NFH,COLEMAN NFH,CA,SAFA,SACR,CenCa,1,9
1,7,1998,1998,19981215,19981215,12,S,H,21.41,123,62355,646,1615,,64616,COLEMAN NFH,COLEMAN NFH,CA,SAFA,SACR,CenCa,1,9
1,7,2001,2002,20020108,20020108,1,S,H,31.11,123,68226,,343,,68569,BATTLE CREEK BELOW CNFH,COLEMAN NFH,CA,SAFA,SACR,CenCa,1,9
1,1,2004,2006,20060418,20060422,4,Y,H,30.23,123,69717,,1744,,71461,TWISP R      48.0374,TWISP ACCLIMATION PD,WA,UPCR,MEOK,CR,3,1
1,7,2010,2010,20101209,20101209,12,S,H,30,123,75947,779,1168,,77894,COLEMAN NFH,COLEMAN NFH,CA,SAFA,SACR,CenCa,1,9
1,1,1996,1998,199805,19980506,5,Y,H,15.4,123,49833,,36553,504,86890,,H-Spius Creek H,BC,FRTH,TOMF,S_SEA,5,1
1,1,2005,2007,20070525,20070525,5,S,H,22.27,123,10943,,82359,111,93413,,WHITMAN LAKE,AK,SEAK,SESE,SEAK,7,1
1,1,2005,2007,20070525,20070525,5,S,H,22.27,123,10982,,82694,111,93787,,WHITMAN LAKE,AK,SEAK,SESE,SEAK,7,1
1,7,2006,2006,20061129,20061129,11,S,H,26.53,123,86409,1899,6647,,94955,COLEMAN NFH,COLEMAN NFH,CA,SAFA,SACR,CenCa,1,9
1,1,2000,2001,20011010,20020424,2,S,H,,123,87338,,7952,,95290,WARM SPRINGS R,WARM SPRINGS NFH,OR,CECR,DESC,CR,3,1
1,1,2006,2008,20080531,20080531,5,S,H,21.89,123,10932,,87935,133,99000,,CRYSTAL LAKE,AK,SEAK,SESE,SEAK,7,1
1,1,2006,2008,20080531,20080531,5,S,H,21.89,123,11092,,87773,135,99000,,CRYSTAL LAKE,AK,SEAK,SESE,SEAK,7,1
1,1,2004,2006,20060524,20060524,5,S,H,23.28,123,10369,,95283,158,105810,,WHITMAN LAKE,AK,SEAK,SESE,SEAK,7,1
1,1,2004,2006,20060524,20060524,5,S,H,23.28,123,10741,,98785,164,109690,,WHITMAN LAKE,AK,SEAK,SESE,SEAK,7,1
1,1,2011,2013,20130528,20130528,5,S,H,23.45,123,7302,,106084,59,113445,,CRYSTAL LAKE,AK,SEAK,SESE,SEAK,7,1
1,1,2011,2013,20130528,20130528,5,S,H,23.45,123,7333,,106186,37,113556,,CRYSTAL LAKE,AK,SEAK,SESE,SEAK,7,1
1,1,2011,2013,20130528,20130528,5,S,H,23.45,123,7355,,106507,37,113899,,CRYSTAL LAKE,AK,SEAK,SESE,SEAK,7,1
1,1,2009,2011,20110531,20110531,5,S,H,23.8,123,9312,,104852,239,114403,,CRYSTAL LAKE,AK,SEAK,SESE,SEAK,7,1
1,1,2009,2011,20110531,20110531,5,S,H,23.8,123,9660,,108689,248,118597,,CRYSTAL LAKE,AK,SEAK,SESE,SEAK,7,1
1,1,2011,2013,20130528,20130528,5,S,H,23.86,123,6408,,130160,32,136600,,CRYSTAL LAKE,AK,SEAK,SESE,SEAK,7,1
1,1,1989,1990,19900910,19900910,9,S,H,25.62,123,53728,,129940,32,183700,,SOLDUC HATCHERY,WA,NWC,,WA,4,1
1,1,2013,2015,20150327,20150328,3,S,H,22.3,123,131202,60043,840,384,192469,NPT HATCHERY,NPT HATCHERY,ID,SNAK,CLEA,CR,3,1
1,1,1993,1995,19950610,19950610,6,S,H,23.1,123,39817,,155416,1316,196549,,MACAULAY,AK,SEAK,SENE,SEAK,7,1
1,1,2010,2012,20120410,20120426,4,S,H,15.9,123,288597,2366,5322,591,296876,WARM SPRINGS R,WARM SPRINGS NFH,OR,CECR,DESC,CR,3,1
1,1,1996,1998,19980524,19980524,5,S,H,28.9,123,30644,,348733,7049,386426,,CRYSTAL LAKE,AK,SEAK,SESE,SEAK,7,1
1,3,1979,1980,19801006,19801024,10,Y,H,29.45,123,90995,,352177,1013,444185,,TRINITY R HATCHERY,CA,KLTR,TRIN,NorCA_OR,2,3
1,3,2005,2006,20061002,20061016,10,Y,H,22.91,123,227903,,723029,14394,965326,,TRINITY R HATCHERY,CA,KLTR,TRIN,NorCA_OR,2,3
1,3,2005,2006,20061002,20061016,10,Y,H,22.91,123,227903,,723029,14394,965326,TRINITY R HATCHERY,TRINITY R HATCHERY,CA,KLTR,TRIN,NorCA_OR,2,3
1,3,2007,2008,20081001,20081014,10,Y,H,27.14,123,243204,,751013,5426,999643,,TRINITY R HATCHERY,CA,KLTR,TRIN,NorCA_OR,2,3
1,2,2001,2003,20030320,20030321,3,S,H,16.62,124,7755,,240,,7995,SFK SR@ JOHNSON CK,MCCALL HATCHERY,ID,SNAK,SALM,CR,3,2
1,1,2010,2012,20120403,20120412,4,S,H,16.39,124,9514,278,139,60,9991,WARM SPRINGS R,WARM SPRINGS NFH,OR,CECR,DESC,CR,3,1
1,3,2004,2006,20060309,20060309,3,Y,H,20.01,124,4928,,9359,,14287,,H-Robertson Creek H,BC,WCVI,SWVI,WCVI_BC,6,3
1,1,1991,1993,19930405,19930408,4,S,H,19.04,124,19885,,829,,20714,SAWTOOTH HATCHERY,SAWTOOTH HATCHERY,ID,SNAK,SALM,CR,3,1
1,1,1991,1993,19930405,19930408,4,S,H,19.04,124,21094,,142,,21236,SAWTOOTH HATCHERY,SAWTOOTH HATCHERY,ID,SNAK,SALM,CR,3,1
1,1,1991,1993,19930405,19930408,4,S,H,19.04,124,21248,,143,,21391,SAWTOOTH HATCHERY,SAWTOOTH HATCHERY,ID,SNAK,SALM,CR,3,1
1,1,1991,1993,19930405,19930408,4,S,H,19.04,124,21278,,887,,22165,SAWTOOTH HATCHERY,SAWTOOTH HATCHERY,ID,SNAK,SALM,CR,3,1
1,1,1991,1993,19930405,19930408,4,S,H,19.04,124,23277,,970,,24247,SAWTOOTH HATCHERY,SAWTOOTH HATCHERY,ID,SNAK,SALM,CR,3,1
1,1,2005,2007,20070515,20070515,5,S,H,23.43,124,24565,,58,,24623,,LITTLE PORT WALTER,AK,SEAK,SENE,SEAK,7,1
1,1,2010,2012,20120403,20120403,4,S,H,16.39,124,24364,,650,,25014,WARM SPRINGS R,WARM SPRINGS NFH,OR,CECR,DESC,CR,3,1
1,1,2005,2007,20070515,20070515,5,S,H,23.73,124,25854,,80,,25934,,LITTLE PORT WALTER,AK,SEAK,SENE,SEAK,7,1
1,7,2005,2006,20060103,20060104,1,S,H,22.1,124,26387,,402,,26789,COLEMAN NFH,COLEMAN NFH,CA,SAFA,SACR,CenCa,1,9
1,1,2010,2012,20120403,20120403,4,S,H,16.39,124,26685,160,161,,27006,WARM SPRINGS R,WARM SPRINGS NFH,OR,CECR,DESC,CR,3,1
1,3,1989,1990,19901228,19901228,12,S,H,22.67,124,14617,,14750,133,29500,,NARROWS MARINA PENS,WA,SPS,CHAM,S_SEA,5,3
1,1,2009,2011,20110404,20110420,4,S,H,16.03,124,28860,,649,,29509,WARM SPRINGS R,WARM SPRINGS NFH,OR,CECR,DESC,CR,3,1
1,1,2009,2011,20110404,20110420,4,S,H,16.03,124,28392,,1183,,29575,WARM SPRINGS R,WARM SPRINGS NFH,OR,CECR,DESC,CR,3,1
1,1,2010,2012,20120412,20120412,4,S,H,16.39,124,28750,355,2073,,31178,WARM SPRINGS R,WARM SPRINGS NFH,OR,CECR,DESC,CR,3,1
1,2,2001,2003,20030320,20030321,3,S,H,16.62,124,30515,,944,,31459,SFK SR@ JOHNSON CK,MCCALL HATCHERY,ID,SNAK,SALM,CR,3,2
1,1,2010,2012,20120405,20120405,4,S,H,16.39,124,16639,345,14637,,31621,WARM SPRINGS R,WARM SPRINGS NFH,OR,CECR,DESC,CR,3,1
1,2,2001,2003,20030320,20030321,3,S,H,16.62,124,32540,,1006,,33546,SFK SR@ JOHNSON CK,MCCALL HATCHERY,ID,SNAK,SALM,CR,3,2
1,1,2005,2007,20070418,20070418,4,S,H,21.64,124,35002,,282,,35284,ICICLE CR    45.0474,LEAVENWORTH HATCHERY,WA,UPCR,WECH,CR,3,1
1,1,1995,1997,19970307,19970418,4,Y,H,30.23,124,41806,357,37,,42200,TUCANNON R   35.0009,TUCANNON HATCHERY,WA,SNAK,LOSN,CR,3,1
1,1,1988,1990,19900521,19900521,5,S,H,22,124,9877,,32654,553,43084,,DEER MOUNTAIN,AK,SEAK,SESE,SEAK,7,1
1,7,2002,2002,20021209,20021209,12,S,H,29.64,124,47048,,,,47048,PORT CHICAGO,COLEMAN NFH,CA,CECA,SFBA,CenCa,1,9
1,1,2005,2006,20060810,20060810,8,P,H,23,124,50639,,589,,51228,YOOSA CREEK,NPT HATCHERY,ID,SNAK,CLEA,CR,3,1
1,3,1984,1985,19851031,19851031,10,S,H,23.26,124,50936,,3857,307,55100,WASHOUGAL R  28.0159,WASHOUGAL HATCHERY,WA,LOCR,SAWA,CR,3,3
1,3,1984,1985,19851031,19851031,10,S,H,23.26,124,50936,,3857,307,55100,WASHOUGAL R  28.0159,WASHOUGAL HATCHERY,WA,LOCR,SAWA,CR,3,3
1,7,1998,1999,19990104,19990104,1,S,H,23.06,124,61860,,3949,,65809,COLEMAN NFH,COLEMAN NFH,CA,SAFA,SACR,CenCa,1,9
1,7,2007,2008,20080102,20080102,1,S,H,24,124,72454,,732,,73186,COLEMAN NFH,COLEMAN NFH,CA,SAFA,SACR,CenCa,1,9
1,7,1998,1999,19990104,19990104,1,S,H,21.9,124,70022,,3317,369,73708,COLEMAN NFH,COLEMAN NFH,CA,SAFA,SACR,CenCa,1,9
1,7,1993,1994,19940103,19940104,1,S,H,28.67,124,78423,,553,,78976,COLEMAN NFH,COLEMAN NFH,CA,SAFA,SACR,CenCa,1,9
1,1,2013,2015,20150526,20150526,5,S,H,22.5,124,11340,,69231,126,80697,,CRYSTAL LAKE,AK,SEAK,SESE,SEAK,7,1
1,3,1984,1985,19851008,19851008,10,S,H,22.67,124,49661,,31020,552,81233,LEWIS R      27.0168,LEWIS RIVER HATCHERY,WA,LOCR,LEWI,CR,3,3
1,3,1984,1985,19851008,19851008,10,S,H,22.67,124,51572,,31021,574,83167,LEWIS R      27.0168,LEWIS RIVER HATCHERY,WA,LOCR,LEWI,CR,3,3
1,1,2013,2015,20150526,20150526,5,S,H,21.75,124,10720,,73491,119,84330,,CRYSTAL LAKE,AK,SEAK,SESE,SEAK,7,1
1,7,2010,2010,20101209,20101209,12,S,H,31,124,83981,422,,,84403,COLEMAN NFH,COLEMAN NFH,CA,SAFA,SACR,CenCa,1,9
1,7,2007,2008,20080102,20080102,1,S,H,20.43,124,89930,,,,89930,COLEMAN NFH,COLEMAN NFH,CA,SAFA,SACR,CenCa,1,9
1,3,2003,2004,20040909,20040910,9,Y,H,23.87,124,82319,497,13179,80,96075,,GARRISON HATCHERY,WA,SPS,CHAM,S_SEA,5,3
1,1,1998,2000,20000518,20000518,5,S,H,23.7,124,11083,,92135,67,103285,,WHITMAN LAKE,AK,SEAK,SESE,SEAK,7,1
1,1,1998,2000,20000518,20000518,5,S,H,23.7,124,11171,,92877,67,104115,,WHITMAN LAKE,AK,SEAK,SESE,SEAK,7,1
1,2,2013,2015,20150330,20150330,3,S,H,21.8,124,103118,,2872,,105990,JOHNSON CREEK TRAP,MCCALL HATCHERY,ID,SNAK,SALM,CR,3,2
1,1,1991,1993,19930515,19930515,5,S,H,23.8,124,53869,,54255,876,109000,,WHITMAN LAKE,AK,SEAK,SESE,SEAK,7,1
1,1,1995,1997,19970515,19970516,5,S,H,21.9,124,10777,,98722,220,109719,,WHITMAN LAKE,AK,SEAK,SESE,SEAK,7,1
1,1,2013,2015,20150526,20150526,5,S,H,22.3,124,11003,,117074,122,128199,,CRYSTAL LAKE,AK,SEAK,SESE,SEAK,7,1
1,1,2004,2006,20060531,20060531,5,S,H,26.03,124,11041,,132459,100,143600,,CRYSTAL LAKE,AK,SEAK,SESE,SEAK,7,1
1,2,2009,2011,20110602,20110602,6,Y,H,20.85,124,53264,,91174,4632,149070,,H-Snootli Creek H,BC,COBC,CCST,WCVI_BC,6,2
1,1,2010,2012,20120409,20120413,4,S,H,21,124,129119,65659,,,194778,NPT HATCHERY,CLEARWATER HATCHERY,ID,SNAK,CLEA,CR,3,1
1,2,1988,1990,19900320,19900323,3,S,H,21.62,124,62378,,141765,1273,205416,SFK SAL@ KNOX BRIDGE,MCCALL HATCHERY,ID,SNAK,SALM,CR,3,2
1,1,1992,1994,19940520,19940520,5,S,H,25.3,124,50831,,163842,307,214980,,NEETS BAY,AK,SEAK,SESE,SEAK,7,1
1,1,2012,2014,20140519,20140519,5,S,H,23.4,124,10986,,241781,33,252800,,WHITMAN LAKE,AK,SEAK,SESE,SEAK,7,1
1,1,1988,1990,19900317,19900321,3,S,H,19.74,124,47500,,306553,2342,356395,SAWTOOTH HATCHERY,SAWTOOTH HATCHERY,ID,SNAK,SALM,CR,3,1
1,1,2003,2005,20050415,20050415,4,S,H,21.85,124,195994,,174575,,370569,ICICLE CR    45.0474,LEAVENWORTH HATCHERY,WA,UPCR,WECH,CR,3,1
1,2,1988,1990,19900316,19900323,3,S,H,21.62,124,251158,,570801,5125,827084,SFK SAL@ KNOX BRIDGE,MCCALL HATCHERY,ID,SNAK,SALM,CR,3,2
1,3,2000,2001,20010423,20010531,5,V,H,15.74,124,142204,,718675,1038,861917,WICKLAND OIL NET PEN,FEATHER R HATCHERY,CA,CECA,SFBA,CenCA,1,3
1,1,1995,1997,19970324,19970325,3,Y,H,24.12,125,10057,,38,,10095,TUCANNON R   35.0009,TUCANNON HATCHERY,WA,SNAK,LOSN,CR,3,1
1,7,2005,2005,20051209,20051209,12,S,H,21.51,125,12066,,184,,12250,SAC R AT RYDE KOKET,COLEMAN NFH,CA,SAFA,SACR,CenCa,1,9
1,7,2007,2008,20080118,20080118,1,S,H,26.84,125,11901,,896,,12797,SAC R AT RYDE KOKET,COLEMAN NFH,CA,SAFA,SACR,CenCa,1,9
1,1,1988,1990,19900524,19900524,5,S,H,21.8,125,9704,,7682,178,17564,,DEER MOUNTAIN,AK,SEAK,SESE,SEAK,7,1
1,1,1988,1990,19900524,19900524,5,S,H,21.8,125,9883,,7823,181,17887,,DEER MOUNTAIN,AK,SEAK,SESE,SEAK,7,1
1,7,2007,2007,20071206,20071206,12,S,H,22.68,125,17932,91,274,,18297,MOK R GEORGIANNA SLOUGH,COLEMAN NFH,CA,SJOA,MOKE,CenCa,1,9
