species,run,brood_year,year,first_release_date,last_release_date,mon,release_stage,rearing_type,avg_weight,avg_length,cwt_1st_mark_count,cwt_2nd_mark_count,non_cwt_1st_mark_count,non_cwt_2nd_mark_count,total,release_location_name,hatchery_location_name,release_location_state,release_location_rmis_region,release_location_rmis_basin,area,areaID,run2
1,2,1988,1989,198904,19890410,4,S,H,3.3,7,25104,,209896,,235000,,"H-Shuswap River, Middle,",BC,FRTH,TOMF,S_SEA,5,2
1,3,2010,2011,20111004,20111004,10,G,H,,8,14446,,,,14446,TIBURON NET PENS,PETALUMA R UNITED ANG HAT,CA,CECA,SFBA,CenCA,1,3
1,3,2009,2010,20101010,20101010,10,G,H,,8,18866,,,,18866,TIBURON NET PENS,PETALUMA R UNITED ANG HAT,CA,CECA,SFBA,CenCA,1,3
1,3,2005,2006,20060602,20060602,6,S,H,7.1,8,30111,,740439,52,770602,,H-Puntledge River H,BC,GST,GSVI,S_SEA,5,3
1,2,1997,1999,19990510,19990510,5,Y,H,8,9,48343,,41214,987,90544,,H-Babine River H,BC,NASK,SKNA,WCVI_BC,6,2
1,3,1994,1996,19960301,19960301,3,Y,H,100.79,21,22377,1724,4,,24105,,WHATCOM CR HATCHERY,WA,NOWA,BESA,S_SEA,5,3
1,1,1991,1992,19920717,19920717,7,E,H,0.43,38,2091,,21,,2112,,GULKANA,AK,CEAK,COPR,WEAK,8,1
1,1,1991,1992,19920717,19920717,7,E,H,0.43,38,2235,,23,,2258,,GULKANA,AK,CEAK,COPR,WEAK,8,1
1,1,1991,1992,19920717,19920717,7,E,H,0.43,38,2508,,25,,2533,,GULKANA,AK,CEAK,COPR,WEAK,8,1
1,1,1991,1992,19920717,19920717,7,E,H,0.43,38,2644,,27,,2671,,GULKANA,AK,CEAK,COPR,WEAK,8,1
1,3,1980,1981,19810227,19810227,2,G,H,0.65,40,47019,,9630,,56649,SAC R BEL RBDD,COLEMAN NFH,CA,SAFA,SACR,CenCA,1,3
1,2,2008,2010,20100507,20100507,5,Y,H,40.64,40,58098,791,565,,59454,COL R @ TURTLE ROCK,TURTLE ROCK HATCHERY,WA,UPCR,PRGC,CR,3,2
1,2,2008,2010,20100507,20100507,5,Y,H,40.64,40,92961,742,2600,,96303,COL R @ TURTLE ROCK,TURTLE ROCK HATCHERY,WA,UPCR,PRGC,CR,3,2
1,2,2008,2010,20100507,20100507,5,Y,H,40.64,40,94793,1290,922,,97005,COL R @ TURTLE ROCK,TURTLE ROCK HATCHERY,WA,UPCR,PRGC,CR,3,2
1,1,1997,1999,19990401,20000403,4,Y,H,56.69,41,28179,165,276,2,28622,,FOX ISLAND NET PENS,WA,SPS,EKPS,S_SEA,5,1
1,1,1997,1999,19990401,20000403,4,Y,H,56.69,41,28490,170,695,4,29359,,FOX ISLAND NET PENS,WA,SPS,EKPS,S_SEA,5,1
1,1,1997,1999,19990401,20000403,4,Y,H,56.69,41,29207,,711,,29918,,FOX ISLAND NET PENS,WA,SPS,EKPS,S_SEA,5,1
1,3,1980,1981,19810206,19810206,2,G,H,0.65,41,35905,,18662,,54567,SAC R BEL RBDD,COLEMAN NFH,CA,SAFA,SACR,CenCA,1,3
1,1,1993,1994,19940529,19940529,5,F,H,0.66,43,4883,,279,,5162,,MACAULAY,AK,CHIL,CHILG,SEAK,7,1
1,1,1991,1992,19920522,19920522,5,F,H,0.64,43,10308,,577,,10885,,MACAULAY,AK,CHIL,CHILG,SEAK,7,1
1,1,1991,1992,19920522,19920522,5,F,H,0.64,43,11915,,206,,12121,,MACAULAY,AK,CHIL,CHILG,SEAK,7,1
1,1,1991,1992,19920522,19920522,5,F,H,0.64,43,20795,,332,687,21814,,MACAULAY,AK,CHIL,CHILG,SEAK,7,1
1,1,1993,1994,19940529,19940529,5,F,H,0.66,43,21663,,1237,,22900,,MACAULAY,AK,CHIL,CHILG,SEAK,7,1
1,1,1991,1992,19920520,19920520,5,F,H,0.62,43,27204,,957,,28161,,MACAULAY,AK,CHIL,CHILG,SEAK,7,1
1,1,1991,1992,19920520,19920520,5,F,H,0.62,43,33351,,1067,,34418,,MACAULAY,AK,CHIL,CHILG,SEAK,7,1
1,1,1992,1993,19930609,19930609,6,F,H,0.87,43,22204,,22736,1957,46897,,CRYSTAL LAKE,AK,SEAK,SENE,SEAK,7,1
1,1,1992,1993,19930609,19930609,6,F,H,0.87,43,24046,,22736,2119,48901,,CRYSTAL LAKE,AK,SEAK,SENE,SEAK,7,1
1,3,2000,2001,20010216,20010216,2,P,H,0.89,43,44594,,4955,,49549,SAC R RED BLUFF DIV DAM,COLEMAN NFH,CA,SAFA,SACR,CenCA,1,3
1,3,1981,1982,19820217,19820217,2,G,H,0.91,43,43849,,6150,,49999,MOK R MOUTH,COLEMAN NFH,CA,SJOA,MOKE,CenCA,1,3
1,3,2000,2001,20010226,20010226,2,P,H,0.9,43,49447,,753,,50200,SAC R AT CLARKSBURG,COLEMAN NFH,CA,SAFA,SACR,CenCA,1,3
1,3,1980,1981,19810306,19810306,3,G,H,0.7,43,45796,,5088,,50884,MOK R MOUTH,COLEMAN NFH,CA,SJOA,MOKE,CenCA,1,3
1,3,1980,1981,19810304,19810304,3,G,H,0.7,43,45949,,5679,,51628,SAC R AT ISLETON,COLEMAN NFH,CA,SAFA,SACR,CenCA,1,3
1,3,1980,1981,19810308,19810308,3,G,H,0.76,43,36901,,15815,,52716,BERKELEY MINOR PORT,COLEMAN NFH,CA,CECA,SFBA,CenCA,1,3
1,1,1992,1993,19930528,19930528,5,F,H,0.68,44,21775,,1614,,23389,,MACAULAY,AK,CHIL,CHILG,SEAK,7,1
1,3,1981,1982,19820205,19820205,2,G,H,0.91,44,41753,,7427,,49180,SAC R BEL RBDD,COLEMAN NFH,CA,SAFA,SACR,CenCA,1,3
1,3,1981,1982,19820211,19820211,2,G,H,0.91,44,43248,,6009,,49257,SAC R AT ISLETON,COLEMAN NFH,CA,SAFA,SACR,CenCA,1,3
1,3,1982,1983,19830304,19830304,3,G,H,0.92,44,45775,,3745,,49520,SAC R AT ISLETON,FEATHER R HATCHERY,CA,SAFA,SACR,CenCA,1,3
1,3,1981,1982,19820222,19820222,2,G,H,0.91,44,40699,,9177,,49876,BERKELEY MINOR PORT,COLEMAN NFH,CA,CECA,SFBA,CenCA,1,3
1,3,1981,1982,19820308,19820308,3,G,H,0.91,44,39321,,11350,,50671,BERKELEY MINOR PORT,COLEMAN NFH,CA,CECA,SFBA,CenCA,1,3
1,3,1981,1982,19820310,19820310,3,G,H,0.91,44,41470,,10693,,52163,MOK R MOUTH,COLEMAN NFH,CA,SJOA,MOKE,CenCA,1,3
1,3,1981,1982,19820225,19820225,2,G,H,0.91,44,43673,,8568,,52241,SAC R BEL RBDD,COLEMAN NFH,CA,SAFA,SACR,CenCA,1,3
1,3,1980,1981,19810220,19810220,2,G,H,0.7,44,45193,,7480,,52673,MOK R MOUTH,COLEMAN NFH,CA,SJOA,MOKE,CenCA,1,3
1,3,1980,1981,19810225,19810225,2,G,H,0.7,44,49705,,8091,,57796,BERKELEY MINOR PORT,COLEMAN NFH,CA,CECA,SFBA,CenCA,1,3
1,1,1989,1990,19900613,19900613,6,F,H,0.98,45,7115,,359,,7474,,CRYSTAL LAKE,AK,SEAK,SESE,SEAK,7,1
1,1,1989,1990,19900613,19900613,6,F,H,0.98,45,11275,,569,,11844,,CRYSTAL LAKE,AK,SEAK,SESE,SEAK,7,1
1,1,1989,1990,19900613,19900613,6,F,H,0.98,45,11319,,571,,11890,,CRYSTAL LAKE,AK,SEAK,SESE,SEAK,7,1
1,3,1981,1982,19820302,19820302,3,G,H,0.91,45,40508,,8474,,48982,SAC R AT ISLETON,COLEMAN NFH,CA,SAFA,SACR,CenCA,1,3
1,3,1983,1984,19840301,19840301,3,G,H,0.96,45,43883,,6499,,50382,SAC R BEL RBDD,COLEMAN NFH,CA,SAFA,SACR,CenCA,1,3
1,3,1983,1984,19840305,19840305,3,G,H,1,45,48460,,2284,,50744,SAC R AT COURTLAND,COLEMAN NFH,CA,SAFA,SACR,CenCA,1,3
1,3,1985,1986,19860227,19860227,2,G,H,1.05,45,50961,,2013,,52974,SAC R AT COURTLAND,COLEMAN NFH,CA,SAFA,SACR,CenCA,1,3
1,3,1993,1994,19940310,19940310,3,F,H,0.9,45,49422,,4769,,54191,SAC R BEL RBDD,COLEMAN NFH,CA,SAFA,SACR,CenCA,1,3
1,3,1980,1981,19810212,19810212,2,G,H,0.76,45,40916,,14152,,55068,SAC R AT ISLETON,COLEMAN NFH,CA,SAFA,SACR,CenCA,1,3
1,3,1993,1994,19940310,19940310,3,F,H,0.89,45,52860,,4224,,57084,SAC R BEL RBDD,COLEMAN NFH,CA,SAFA,SACR,CenCA,1,3
1,3,1984,1985,19850228,19850228,2,G,H,1.07,46,51145,,1855,,53000,MOK R NORTH FORK,COLEMAN NFH,CA,SJOA,MOKE,CenCA,1,3
1,3,1984,1985,19850307,19850307,3,G,H,1.19,46,51985,,1115,,53100,SAC R AT COURTLAND,COLEMAN NFH,CA,SAFA,SACR,CenCA,1,3
1,3,2003,2004,20040211,20040211,2,G,H,1.01,47,9570,,546,,10116,YOLO BYPASS,FEATHER R HATCHERY,CA,SAFA,SACR,CenCA,1,3
1,3,2003,2004,20040211,20040211,2,G,H,1.01,47,9629,,550,,10179,YOLO BYPASS,FEATHER R HATCHERY,CA,SAFA,SACR,CenCA,1,3
1,3,2003,2004,20040211,20040211,2,G,H,1.01,47,9775,,547,,10322,YOLO BYPASS,FEATHER R HATCHERY,CA,SAFA,SACR,CenCA,1,3
1,3,2003,2004,20040211,20040211,2,G,H,1.01,47,9877,,564,,10441,YOLO BYPASS,FEATHER R HATCHERY,CA,SAFA,SACR,CenCA,1,3
1,3,2003,2004,20040211,20040211,2,G,H,1.01,47,10058,,563,,10621,YOLO BYPASS,FEATHER R HATCHERY,CA,SAFA,SACR,CenCA,1,3
1,3,2003,2004,20040211,20040211,2,G,H,1.01,47,10195,,571,,10766,YOLO BYPASS,FEATHER R HATCHERY,CA,SAFA,SACR,CenCA,1,3
1,3,2003,2004,20040211,20040211,2,G,H,1.01,47,10337,,579,,10916,YOLO BYPASS,FEATHER R HATCHERY,CA,SAFA,SACR,CenCA,1,3
1,3,2003,2004,20040211,20040211,2,G,H,1.01,47,10373,,581,,10954,YOLO BYPASS,FEATHER R HATCHERY,CA,SAFA,SACR,CenCA,1,3
1,3,2003,2004,20040211,20040211,2,G,H,1.01,47,10449,,596,,11045,YOLO BYPASS,FEATHER R HATCHERY,CA,SAFA,SACR,CenCA,1,3
1,3,2003,2004,20040211,20040211,2,G,H,1.01,47,10700,,611,,11311,YOLO BYPASS,FEATHER R HATCHERY,CA,SAFA,SACR,CenCA,1,3
1,3,2000,2001,20010305,20010305,3,P,H,1.13,47,46413,,4036,,50449,SAC R RED BLUFF DIV DAM,COLEMAN NFH,CA,SAFA,SACR,CenCA,1,3
1,3,2000,2001,20010308,20010308,3,P,H,1.14,47,46944,505,2776,252,50477,SAC R AT CLARKSBURG,COLEMAN NFH,CA,SAFA,SACR,CenCA,1,3
1,3,1982,1983,19830309,19830309,3,G,H,1.01,47,48541,,3044,,51585,SAC R AT COURTLAND,FEATHER R HATCHERY,CA,SAFA,SACR,CenCA,1,3
1,3,1984,1985,19850305,19850305,3,G,H,1.11,47,50550,,1350,,51900,SAC R AT RYDE KOKET,COLEMAN NFH,CA,SAFA,SACR,CenCA,1,3
1,3,1985,1986,19860304,19860304,3,G,H,1.16,47,52635,,1184,,53819,SAC R AT RYDE KOKET,COLEMAN NFH,CA,SAFA,SACR,CenCA,1,3
1,3,1984,1985,19850221,19850221,2,G,H,1.12,47,49183,,6517,,55700,SAC R AT RYDE KOKET,COLEMAN NFH,CA,SAFA,SACR,CenCA,1,3
1,3,1984,1985,19850214,19850214,2,G,H,1.13,47,49155,,7345,,56500,SAC R BEL RBDD,COLEMAN NFH,CA,SAFA,SACR,CenCA,1,3
1,1,1993,1994,19940531,19940531,5,F,H,1.18,47,25676,,35735,51,61462,,CRYSTAL LAKE,AK,SEAK,SENE,SEAK,7,1
1,1,1993,1994,19940531,19940531,5,F,H,1.18,47,26913,,36691,54,63658,,CRYSTAL LAKE,AK,SEAK,SENE,SEAK,7,1
1,3,2004,2005,20050225,20050225,2,G,H,1.8,48,24990,,773,,25763,MOK R LIGHTHOUSE MARINA,FEATHER R HATCHERY,CA,SJOA,MOKE,CenCA,1,3
1,3,2004,2005,20050225,20050225,2,G,H,1.8,48,25511,,389,,25900,SAC R AT ISLETON,FEATHER R HATCHERY,CA,SAFA,SACR,CenCA,1,3
1,3,2004,2005,20050225,20050225,2,G,H,1.9,48,25340,,784,,26124,MOK R LIGHTHOUSE MARINA,FEATHER R HATCHERY,CA,SJOA,MOKE,CenCA,1,3
1,3,2004,2005,20050225,20050225,2,G,H,1.8,48,26867,,410,,27277,SAC R AT ISLETON,FEATHER R HATCHERY,CA,SAFA,SACR,CenCA,1,3
1,3,2004,2005,20050218,20050218,2,P,H,1.3,48,48360,,1527,,49887,SAC R AT CLARKSBURG,COLEMAN NFH,CA,SAFA,SACR,CenCA,1,3
1,3,1982,1983,19830324,19830324,3,G,H,1.25,48,47367,,2811,,50178,MOK R MOUTH,FEATHER R HATCHERY,CA,SJOA,MOKE,CenCA,1,3
1,3,1983,1984,19840321,19840321,3,G,H,1.17,48,48157,,2965,,51122,SAC R AT COURTLAND,COLEMAN NFH,CA,SAFA,SACR,CenCA,1,3
1,3,1982,1983,19830321,19830321,3,G,H,1.24,48,48580,,3322,,51902,SAN JOAQUIN OLD RIVER,FEATHER R HATCHERY,CA,SJOA,SJR,CenCA,1,3
1,3,1984,1985,19850226,19850226,2,G,H,1.23,48,50052,,2798,,52850,MOK R SOUTH FORK,COLEMAN NFH,CA,SJOA,MOKE,CenCA,1,3
1,3,1984,1985,19850314,19850314,3,G,H,1.25,48,52313,,1287,,53600,SAC R BEL RBDD,COLEMAN NFH,CA,SAFA,SACR,CenCA,1,3
1,3,1984,1985,19850219,19850219,2,G,H,1.26,48,51201,,6199,,57400,SAC R AT COURTLAND,COLEMAN NFH,CA,SAFA,SACR,CenCA,1,3
1,8,2001,2002,20020401,20020403,4,G,H,93.2,48,199332,,1498000,954,1698286,YAKIMA @ PROSSER HAT,LTL WHITE SALMON NFH,WA,UPCR,YAKI,CR,3,9
1,7,2000,2001,20010409,20010410,4,G,H,0.9,48,195975,,163,1505389,1701527,YAKIMA @ PROSSER HAT,LTL WHITE SALMON NFH,WA,UPCR,YAKI,CR,3,9
1,3,2005,2006,20060216,20060216,2,P,H,1.19,49,24123,,367,,24490,SAC R AT CLARKSBURG,COLEMAN NFH,CA,SAFA,SACR,CenCA,1,3
1,3,2005,2006,20060224,20060224,2,P,H,1.2,49,24297,,623,,24920,SAC R AT CLARKSBURG,COLEMAN NFH,CA,SAFA,SACR,CenCA,1,3
1,3,1999,2000,20000215,20000215,2,G,H,0.99,49,24857,,1036,,25893,SAC R AT ISLETON,FEATHER R HATCHERY,CA,SAFA,SACR,CenCA,1,3
1,3,1999,2000,20000215,20000215,2,G,H,0.99,49,26436,,1101,,27537,SAC R AT ISLETON,FEATHER R HATCHERY,CA,SAFA,SACR,CenCA,1,3
1,1,1991,1992,19920611,19920611,6,G,H,1.3,49,23431,,8398,1027,32856,,CRYSTAL LAKE,AK,SEAK,SENE,SEAK,7,1
1,1,1991,1992,19920611,19920611,6,G,H,1.36,49,24298,,8237,1065,33600,,CRYSTAL LAKE,AK,SEAK,SENE,SEAK,7,1
1,3,1994,1995,19950328,19950328,3,G,H,1,49,38635,,909,,39544,FEATHER AT YUBA CITY,FEATHER R HATCHERY,CA,SAFA,FEA,CenCA,1,3
1,3,2004,2005,20050218,20050218,2,P,H,1.4,49,49512,,527,,50039,SAC R RED BLUFF DIV DAM,COLEMAN NFH,CA,SAFA,SACR,CenCA,1,3
1,3,1982,1983,19830329,19830329,3,G,H,1.3,49,47518,,2819,,50337,SAC R AT ISLETON,FEATHER R HATCHERY,CA,SAFA,SACR,CenCA,1,3
1,3,1983,1984,19840308,19840308,3,G,H,1.17,49,45465,,5108,,50573,SAC R AT RYDE KOKET,COLEMAN NFH,CA,SAFA,SACR,CenCA,1,3
1,3,1983,1984,19840319,19840319,3,G,H,1.19,49,46767,,3901,,50668,SAC R AT RYDE KOKET,COLEMAN NFH,CA,SAFA,SACR,CenCA,1,3
1,3,1982,1983,19830317,19830317,3,G,H,1.18,49,47677,,3098,,50775,SAN JOAQUIN OLD RIVER,FEATHER R HATCHERY,CA,SJOA,SJR,CenCA,1,3
1,3,1983,1984,19840314,19840314,3,G,H,1.15,49,45036,,6729,,51765,MOK R SOUTH FORK,COLEMAN NFH,CA,SJOA,MOKE,CenCA,1,3
1,3,1994,1995,19950328,19950328,3,G,H,1,49,51631,,1215,,52846,FEATHER AT YUBA CITY,FEATHER R HATCHERY,CA,SAFA,FEA,CenCA,1,3
1,3,1994,1995,19950328,19950328,3,G,H,1,49,52394,,1233,,53627,FEATHER AT YUBA CITY,FEATHER R HATCHERY,CA,SAFA,FEA,CenCA,1,3
1,3,1994,1995,19950328,19950328,3,G,H,1,49,54304,,1278,,55582,FEATHER AT YUBA CITY,FEATHER R HATCHERY,CA,SAFA,FEA,CenCA,1,3
1,3,2011,2012,20120524,20120827,7,G,H,1.83,49,9706,,49129,,58835,,TRINITY R HATCHERY,CA,KLTR,TRIN,NorCA_OR,2,3
1,3,2005,2006,20060216,20060216,2,P,H,1.18,50,23674,125,376,,24175,SAC R AT CLARKSBURG,COLEMAN NFH,CA,SAFA,SACR,CenCA,1,3
1,3,2005,2006,20060224,20060224,2,P,H,1.44,50,24256,369,,,24625,SAC R AT CLARKSBURG,COLEMAN NFH,CA,SAFA,SACR,CenCA,1,3
1,3,2003,2004,20040219,20040219,2,G,H,1.37,50,22692,,2108,,24800,SAC R AT ISLETON,FEATHER R HATCHERY,CA,SAFA,SACR,CenCA,1,3
1,3,2003,2004,20040219,20040219,2,G,H,1.37,50,24758,,1303,,26061,MOK R LIGHTHOUSE MARINA,FEATHER R HATCHERY,CA,SJOA,MOKE,CenCA,1,3
1,3,2003,2004,20040219,20040219,2,G,H,1.37,50,25316,,1332,,26648,MOK R LIGHTHOUSE MARINA,FEATHER R HATCHERY,CA,SJOA,MOKE,CenCA,1,3
1,3,2003,2004,20040219,20040219,2,G,H,1.37,50,25017,,2324,,27341,SAC R AT ISLETON,FEATHER R HATCHERY,CA,SAFA,SACR,CenCA,1,3
1,3,1983,1984,19840312,19840312,3,G,H,1.22,50,42165,,8514,,50679,MOK R NORTH FORK,COLEMAN NFH,CA,SJOA,MOKE,CenCA,1,3
1,3,1998,1999,19990302,19990302,3,F,H,1.07,50,49715,,1803,,51518,SAC R AT ISLETON,FEATHER R HATCHERY,CA,SAFA,SACR,CenCA,1,3
1,3,1986,1987,19870305,19870305,3,G,H,1.34,50,48733,,3056,,51789,SAC R AT COURTLAND,COLEMAN NFH,CA,SAFA,SACR,CenCA,1,3
1,3,1983,1984,19840323,19840323,3,G,H,1.2,50,47855,,4503,,52358,SAC R BEL RBDD,COLEMAN NFH,CA,SAFA,SACR,CenCA,1,3
1,3,1985,1986,19860319,19860319,3,G,H,1.3,50,51426,,1050,,52476,SAC R BEL RBDD,COLEMAN NFH,CA,SAFA,SACR,CenCA,1,3
1,3,1998,1999,19990302,19990302,3,F,H,1.07,50,50864,,1845,,52709,SAC R AT ISLETON,FEATHER R HATCHERY,CA,SAFA,SACR,CenCA,1,3
1,3,1985,1986,19860310,19860310,3,G,H,1.35,50,53831,,1494,,55325,SAC R AT COURTLAND,COLEMAN NFH,CA,SAFA,SACR,CenCA,1,3
1,1,1992,1993,199304,19930407,4,S,H,2.5,51,14458,,4784,,19242,,H-Spius Creek H,BC,FRTH,TOMM,S_SEA,5,1
1,3,2005,2006,20060216,20060216,2,P,H,1.19,51,23224,318,954,,24496,SAC R RED BLUFF DIV DAM,COLEMAN NFH,CA,SAFA,SACR,CenCA,1,3
1,3,2005,2006,20060224,20060224,2,P,H,1.21,51,24124,,649,,24773,SAC R RED BLUFF DIV DAM,COLEMAN NFH,CA,SAFA,SACR,CenCA,1,3
1,3,2005,2006,20060216,20060216,2,P,H,1.17,51,24668,252,252,,25172,SAC R RED BLUFF DIV DAM,COLEMAN NFH,CA,SAFA,SACR,CenCA,1,3
1,3,2005,2006,20060224,20060224,2,P,H,1.21,51,25275,,255,,25530,SAC R RED BLUFF DIV DAM,COLEMAN NFH,CA,SAFA,SACR,CenCA,1,3
1,1,1991,1992,19920708,19920708,7,G,H,1.53,51,33850,,5214,2705,41769,,CRYSTAL LAKE,AK,SEAK,SESE,SEAK,7,1
1,3,1982,1983,19830331,19830331,3,G,H,1.44,51,48501,,2553,,51054,SAC R AT COURTLAND,FEATHER R HATCHERY,CA,SAFA,SACR,CenCA,1,3
1,3,2004,2005,20050307,20050307,3,P,H,1.33,52,21369,,109,,21478,SAC R RED BLUFF DIV DAM,COLEMAN NFH,CA,SAFA,SACR,CenCA,1,3
1,3,1999,2000,20000214,20000214,2,G,H,1.21,52,24059,,592,,24651,MOK R LIGHTHOUSE MARINA,FEATHER R HATCHERY,CA,SJOA,MOKE,CenCA,1,3
1,3,1998,1999,19990211,19990211,2,G,H,1.62,52,25692,,155,,25847,YOLO BYPASS ELKHORN,FEATHER R HATCHERY,CA,SAFA,SACR,CenCA,1,3
1,3,2004,2005,20050216,20050216,2,G,H,1.6,52,24665,,1299,,25964,SAC R AT ISLETON,FEATHER R HATCHERY,CA,SAFA,SACR,CenCA,1,3
1,3,2004,2005,20050216,20050216,2,G,H,1.6,52,25591,,390,,25981,MOK R LIGHTHOUSE MARINA,FEATHER R HATCHERY,CA,SJOA,MOKE,CenCA,1,3
1,3,2004,2005,20050216,20050216,2,G,H,1.6,52,25591,,390,,25981,MOK R LIGHTHOUSE MARINA,FEATHER R HATCHERY,CA,SJOA,MOKE,CenCA,1,3
1,3,1998,1999,19990211,19990211,2,G,H,1.62,52,25845,,156,,26001,YOLO BYPASS ELKHORN,FEATHER R HATCHERY,CA,SAFA,SACR,CenCA,1,3
1,3,2004,2005,20050216,20050216,2,G,H,1.6,52,24726,,1302,,26028,SAC R AT ISLETON,FEATHER R HATCHERY,CA,SAFA,SACR,CenCA,1,3
1,3,2006,2007,20070209,20070209,2,G,H,1.37,52,26013,,23,,26036,SAC R AT ISLETON,FEATHER R HATCHERY,CA,SAFA,SACR,CenCA,1,3
1,3,1998,1999,19990211,19990211,2,G,H,1.62,52,26029,,157,,26186,YOLO BYPASS ELKHORN,FEATHER R HATCHERY,CA,SAFA,SACR,CenCA,1,3
1,3,1998,1999,19990211,19990211,2,G,H,1.62,52,26316,,159,,26475,YOLO BYPASS ELKHORN,FEATHER R HATCHERY,CA,SAFA,SACR,CenCA,1,3
1,3,2006,2007,20070209,20070209,2,G,H,1.37,52,26511,,268,,26779,MOK R LIGHTHOUSE MARINA,FEATHER R HATCHERY,CA,SJOA,MOKE,CenCA,1,3
1,3,1999,2000,20000214,20000214,2,G,H,1.21,52,26302,,647,,26949,MOK R LIGHTHOUSE MARINA,FEATHER R HATCHERY,CA,SJOA,MOKE,CenCA,1,3
1,3,2006,2007,20070209,20070209,2,G,H,1.37,52,27878,,282,,28160,MOK R LIGHTHOUSE MARINA,FEATHER R HATCHERY,CA,SJOA,MOKE,CenCA,1,3
1,3,2001,2002,20020219,20020219,2,P,H,1.64,52,49373,251,501,,50125,SAC R RED BLUFF DIV DAM,COLEMAN NFH,CA,SAFA,SACR,CenCA,1,3
1,3,1998,1999,19990322,19990322,3,G,H,1.62,52,50989,,,,50989,SAC R AT VERONA,FEATHER R HATCHERY,CA,SAFA,SACR,CenCA,1,3
1,3,1998,1999,19990322,19990322,3,G,H,1.62,52,50804,,307,,51111,SAC R AT VERONA,FEATHER R HATCHERY,CA,SAFA,SACR,CenCA,1,3
1,3,1998,1999,19990322,19990322,3,G,H,1.62,52,51202,,309,,51511,SAC R AT VERONA,FEATHER R HATCHERY,CA,SAFA,SACR,CenCA,1,3
1,3,2004,2005,20050217,20050217,2,G,H,1.6,52,51106,,1854,,52960,YOLO BYPASS,FEATHER R HATCHERY,CA,SAFA,SACR,CenCA,1,3
1,3,1998,1999,19990322,19990322,3,G,H,1.62,52,53987,,,,53987,SAC R AT VERONA,FEATHER R HATCHERY,CA,SAFA,SACR,CenCA,1,3
1,3,1986,1987,19870313,19870313,3,G,H,1.46,52,52977,,1303,,54280,SAC R BEL RBDD,COLEMAN NFH,CA,SAFA,SACR,CenCA,1,3
1,3,1998,1999,19990303,19990303,3,F,H,1.62,52,27888,1430,6436,445961,481715,SAC R AB FEATHER,COLEMAN NFH,CA,SAFA,SACR,CenCA,1,3
1,3,2003,2004,20040304,20040304,3,G,H,1.62,53,24829,,507,,25336,SAC R AT ISLETON,FEATHER R HATCHERY,CA,SAFA,SACR,CenCA,1,3
1,3,2004,2005,20050307,20050307,3,P,H,1.34,53,25242,,156,,25398,SAC R RED BLUFF DIV DAM,COLEMAN NFH,CA,SAFA,SACR,CenCA,1,3
1,3,2006,2007,20070209,20070209,2,G,H,1.37,53,25559,,258,,25817,SAC R AT ISLETON,FEATHER R HATCHERY,CA,SAFA,SACR,CenCA,1,3
1,3,2003,2004,20040304,20040304,3,G,H,1.62,53,25558,,790,,26348,MOK R LIGHTHOUSE MARINA,FEATHER R HATCHERY,CA,SJOA,MOKE,CenCA,1,3
1,3,2003,2004,20040304,20040304,3,G,H,1.62,53,25666,,794,,26460,MOK R LIGHTHOUSE MARINA,FEATHER R HATCHERY,CA,SJOA,MOKE,CenCA,1,3
1,3,2003,2004,20040304,20040304,3,G,H,1.62,53,26291,,537,,26828,SAC R AT ISLETON,FEATHER R HATCHERY,CA,SAFA,SACR,CenCA,1,3
1,3,2002,2003,20030221,20030221,2,P,H,2,53,49848,,250,,50098,SAC R AT CLARKSBURG,COLEMAN NFH,CA,SAFA,SACR,CenCA,1,3
1,3,2001,2002,20020221,20020221,2,P,H,1.66,53,49714,251,251,,50216,SAC R AT CLARKSBURG,COLEMAN NFH,CA,SAFA,SACR,CenCA,1,3
1,3,1985,1986,19860312,19860312,3,G,H,1.48,53,52748,,1464,,54212,SAC R AT RYDE KOKET,COLEMAN NFH,CA,SAFA,SACR,CenCA,1,3
1,3,2007,2008,20080602,20080612,6,G,H,2.34,53,89757,,272279,417,362453,,TRINITY R HATCHERY,CA,KLTR,TRIN,NorCA_OR,2,3
1,3,1997,1998,19980304,19980304,3,S,H,1.68,53,35600,,405149,1101,441850,COLEMAN NFH,COLEMAN NFH,CA,SAFA,SACR,CenCA,1,3
1,3,2006,2007,20070206,20070207,2,G,H,1.57,54,9499,,145,,9644,YOLO BYPASS,FEATHER R HATCHERY,CA,SAFA,SACR,CenCA,1,3
1,3,2006,2007,20070220,20070220,2,G,H,1.57,54,9649,,48,,9697,YOLO BYPASS,FEATHER R HATCHERY,CA,SAFA,SACR,CenCA,1,3
1,3,2006,2007,20070220,20070220,2,G,H,1.57,54,9657,,49,,9706,YOLO BYPASS,FEATHER R HATCHERY,CA,SAFA,SACR,CenCA,1,3
1,3,2003,2004,20040224,20040224,2,G,H,1.51,54,9776,,624,,10400,YOLO BYPASS,FEATHER R HATCHERY,CA,SAFA,SACR,CenCA,1,3
1,3,2006,2007,20070206,20070207,2,G,H,1.57,54,10247,,156,,10403,YOLO BYPASS,FEATHER R HATCHERY,CA,SAFA,SACR,CenCA,1,3
1,3,2006,2007,20070220,20070220,2,G,H,1.57,54,10412,,52,,10464,YOLO BYPASS,FEATHER R HATCHERY,CA,SAFA,SACR,CenCA,1,3
