species,run,first_release_date,last_release_date,year,mon1,mon2,day1,day2,total,len_num,wt_len,release_stage,avg_length,cwt_1st_mark,cwt_1st_mark_count,cwt_2nd_mark,cwt_2nd_mark_count,non_cwt_1st_mark,non_cwt_1st_mark_count,non_cwt_2nd_mark,non_cwt_2nd_mark_count,release_location_name,release_location_state,areaName,area
1,7,19981201,19981201,1998,12,12,1,1,81320,81320,9921040,S,122,5000,69180,,,5000,2140,,,MOK R GEORGIANNA SLOUGH,CA,CenCal,1
1,7,19981229,19981229,1998,12,12,29,29,80248,80248,9549512,S,119,5000,68492,,,5000,1756,,,MOK R GEORGIANNA SLOUGH,CA,CenCal,1
1,3,19940412,19940412,1994,4,4,12,12,63410,63410,4882570,G,77,5000,51485,,,5000,1925,,,MOK R GEORGIANNA SLOUGH,CA,CenCal,1
1,7,19991220,19991220,1999,12,12,20,20,79371,79371,10476972,S,132,5000,64168,0,347,5000,4856,,,MOK R GEORGIANNA SLOUGH,CA,CenCal,1
1,3,19930414,19930414,1993,4,4,14,14,65124,65124,4102812,G,63,5000,52857,,,5000,2267,,,MOK R GEORGIANNA SLOUGH,CA,CenCal,1
1,7,19950104,19950104,1995,1,1,4,4,41644,0,0,S,,5000,31328,,,5000,316,,,MOK R GEORGIANNA SLOUGH,CA,CenCal,1
1,7,19941205,19941205,1994,12,12,5,5,42176,0,0,S,,5000,31532,,,5000,644,,,MOK R GEORGIANNA SLOUGH,CA,CenCal,1
1,3,19920406,19920406,1992,4,4,6,6,63187,63187,4675838,G,74,5000,51846,,,5000,1341,,,MOK R GEORGIANNA SLOUGH,CA,CenCal,1
1,7,19980113,19980113,1998,1,1,13,13,78962,78962,11054680,S,140,5000,66893,,,5000,2069,,,MOK R GEORGIANNA SLOUGH,CA,CenCal,1
1,3,19940425,19940425,1994,4,4,25,25,63138,63138,4609074,G,73,5000,50235,,,5000,2903,,,MOK R GEORGIANNA SLOUGH,CA,CenCal,1
1,7,19971204,19971204,1997,12,12,4,4,74501,74501,9461627,S,127,5000,61276,,,5000,3225,,,MOK R GEORGIANNA SLOUGH,CA,CenCal,1
1,3,19990330,19990330,1999,3,3,30,30,36492,0,0,G,,5000,26248,,,5000,244,,,MOK R GEORGIANNA SLOUGH,CA,CenCal,1
1,3,19930510,19930510,1993,5,5,10,10,64171,64171,4812825,G,75,5000,51560,,,5000,2611,,,MOK R GEORGIANNA SLOUGH,CA,CenCal,1
1,3,19920427,19920427,1992,4,4,27,27,63158,63158,5242114,G,83,5000,51914,,,5000,1244,,,MOK R GEORGIANNA SLOUGH,CA,CenCal,1
1,3,19990330,19990330,1999,3,3,30,30,36596,0,0,G,,5000,26330,,,5000,266,,,MOK R GEORGIANNA SLOUGH,CA,CenCal,1
1,3,19990427,19990427,1999,4,4,27,27,32690,0,0,G,,5000,22577,,,5000,113,,,MOK R GEORGIANNA SLOUGH,CA,CenCal,1
1,3,19990427,19990427,1999,4,4,27,27,452954,452954,26724286,S,59,5000,36245,,,5000,1315,0,405394,COLEMAN NFH,CA,CenCal,1
1,7,19971209,19971209,1997,12,12,9,9,72112,72112,9663008,S,134,5000,59006,,,5000,3106,,,COLEMAN NFH,CA,CenCal,1
1,7,19940103,19940103,1994,1,1,3,3,64455,64455,8314695,S,129,5000,52985,,,5000,1470,,,COLEMAN NFH,CA,CenCal,1
1,3,19980422,19980422,1998,4,4,22,22,442175,442175,32278775,S,73,5000,28307,,,0,395884,5000,7984,COLEMAN NFH,CA,CenCal,1
1,3,19980407,19980407,1998,4,4,7,7,454222,454222,29524430,S,65,5000,33392,,,0,406703,5000,4127,COLEMAN NFH,CA,CenCal,1
1,7,19950105,19950105,1995,1,1,5,5,67490,0,0,S,,5000,56340,,,5000,1150,,,COLEMAN NFH,CA,CenCal,1
1,7,19990104,19990104,1999,1,1,4,4,83708,83708,10379792,S,124,5000,70022,,,5000,3317,0,369,COLEMAN NFH,CA,CenCal,1
1,7,19990104,19990104,1999,1,1,4,4,70097,70097,9042513,S,129,5000,56491,,,5000,3606,,,COLEMAN NFH,CA,CenCal,1
1,3,19980423,19980423,1998,4,4,23,23,661696,661696,37716672,S,57,5000,34922,,,0,614145,5000,2629,COLEMAN NFH,CA,CenCal,1
1,7,19961210,19961210,1996,12,12,10,10,69739,69739,9135809,S,131,5000,57947,,,5000,1792,,,COLEMAN NFH,CA,CenCal,1
1,7,19970117,19970117,1997,1,1,17,17,71291,71291,10622359,S,149,5000,53936,,,5000,7355,,,COLEMAN NFH,CA,CenCal,1
1,3,19930426,19930426,1993,4,4,26,26,71615,0,0,S,,5000,56131,,,5000,5484,,,COLEMAN NFH,CA,CenCal,1
1,3,19990322,19990322,1999,3,3,22,22,55989,55989,2911428,G,52,5000,50989,,,,,,,SAC R AT VERONA,CA,CenCal,1
1,3,19980430,19980430,1998,4,4,30,30,49295,49295,3845010,G,78,5000,38116,,,5000,1179,,,SAC R AT VERONA,CA,CenCal,1
1,3,19980331,19980331,1998,3,3,31,31,922178,922178,62708104,S,68,5000,34610,,,0,875746,5000,1822,COLEMAN NFH,CA,CenCal,1
1,3,19980331,19980331,1998,3,3,31,31,449784,449784,27436824,S,61,5000,30971,,,0,402015,5000,6798,COLEMAN NFH,CA,CenCal,1
1,3,19980331,19980331,1998,3,3,31,31,231711,231711,14829504,S,64,5000,37067,,,0,184270,5000,374,COLEMAN NFH,CA,CenCal,1
1,7,19970109,19970109,1997,1,1,9,9,72269,72269,8744549,S,121,5000,57910,,,5000,4359,,,COLEMAN NFH,CA,CenCal,1
1,3,19980331,19980331,1998,3,3,31,31,446674,446674,29480484,S,66,5000,33701,,,0,400043,5000,2930,COLEMAN NFH,CA,CenCal,1
1,7,19961107,19961107,1996,11,11,7,7,75281,75281,7377538,S,98,5000,61364,,,5000,3917,,,COLEMAN NFH,CA,CenCal,1
1,3,19990421,19990421,1999,4,4,21,21,482997,482997,32843796,S,68,5000,32241,0,777,5000,5827,0,434152,COLEMAN NFH,CA,CenCal,1
1,3,19990428,19990428,1999,4,4,28,28,505457,505457,39425646,S,78,5000,34037,0,187,5000,3179,0,458054,COLEMAN NFH,CA,CenCal,1
1,3,19930426,19930426,1993,4,4,26,26,71981,0,0,S,,5000,59440,,,5000,2541,,,COLEMAN NFH,CA,CenCal,1
1,7,19981215,19981215,1998,12,12,15,15,74616,74616,9177768,S,123,5000,62355,0,646,5000,1615,,,COLEMAN NFH,CA,CenCal,1
1,3,19990420,19990420,1999,4,4,20,20,484183,484183,33408627,S,69,5000,33101,0,946,5000,3783,0,436353,COLEMAN NFH,CA,CenCal,1
1,3,19940414,19940414,1994,4,4,14,14,66555,66555,5058180,S,76,5000,52483,,,5000,4072,,,COLEMAN NFH,CA,CenCal,1
1,7,19950111,19950111,1995,1,1,11,11,74130,0,0,S,,5000,62847,,,5000,1283,,,COLEMAN NFH,CA,CenCal,1
1,7,19941207,19941207,1994,12,12,7,7,73629,0,0,S,,5000,62356,,,5000,1273,,,COLEMAN NFH,CA,CenCal,1
1,7,19961210,19961210,1996,12,12,10,10,73276,73276,9672432,S,132,5000,60112,,,5000,3164,,,COLEMAN NFH,CA,CenCal,1
1,7,19940104,19940104,1994,1,1,4,4,59248,59248,7287504,S,123,5000,54248,,,,,,,COLEMAN NFH,CA,CenCal,1
1,7,19970116,19970116,1997,1,1,16,16,68096,68096,8988672,S,132,5000,52286,,,5000,5810,,,COLEMAN NFH,CA,CenCal,1
1,3,19980407,19980407,1998,4,4,7,7,451048,451048,29769168,S,66,5000,32007,,,0,403831,5000,5210,COLEMAN NFH,CA,CenCal,1
1,3,19990322,19990322,1999,3,3,22,22,58987,58987,3067324,G,52,5000,53987,,,,,,,SAC R AT VERONA,CA,CenCal,1
1,3,19990322,19990322,1999,3,3,22,22,61111,61111,3177772,G,52,5000,50804,,,5000,307,,,SAC R AT VERONA,CA,CenCal,1
1,3,19990303,19990303,1999,3,3,3,3,491715,491715,25569180,F,52,5000,27888,0,1430,5000,6436,0,445961,SAC R AB FEATHER,CA,CenCal,1
1,3,19910503,19910503,1991,5,5,3,3,23082,0,0,S,,5000,12474,,,5000,608,,,SAC R AT PRINCETON FERRY,CA,CenCal,1
1,3,19910503,19910503,1991,5,5,3,3,31804,0,0,S,,5000,20792,,,5000,1012,,,SAC R AT PRINCETON FERRY,CA,CenCal,1
1,3,19900514,19900514,1990,5,5,14,14,62710,0,0,S,,5000,52077,,,5000,633,,,SAC R AT PRINCETON FERRY,CA,CenCal,1
1,3,19920417,19920417,1992,4,4,17,17,64144,0,0,S,,5000,53332,,,5000,812,,,SAC R AT PRINCETON FERRY,CA,CenCal,1
1,3,19910503,19910503,1991,5,5,3,3,29624,0,0,S,,5000,18713,,,5000,911,,,SAC R AT PRINCETON FERRY,CA,CenCal,1
1,7,19930104,19930104,1993,1,1,4,4,62613,0,0,S,,5000,52245,,,5000,368,,,COLEMAN NFH,CA,CenCal,1
1,7,19940103,19940103,1994,1,1,3,3,65288,65288,7965136,S,122,5000,53464,,,5000,1824,,,COLEMAN NFH,CA,CenCal,1
1,7,19930104,19930104,1993,1,1,4,4,63037,0,0,S,,5000,52666,,,5000,371,,,COLEMAN NFH,CA,CenCal,1
1,7,19951109,19951109,1995,11,11,9,9,71790,0,0,S,,5000,59566,,,5000,2224,,,COLEMAN NFH,CA,CenCal,1
1,3,19990427,19990427,1999,4,4,27,27,332826,332826,22632168,S,68,5000,36487,,,5000,183,0,286156,COLEMAN NFH,CA,CenCal,1
1,7,19930104,19930104,1993,1,1,4,4,166782,0,0,S,,5000,155214,,,5000,1568,,,COLEMAN NFH,CA,CenCal,1
1,7,19970116,19970116,1997,1,1,16,16,70288,70288,8012832,S,114,5000,58479,,,5000,1809,,,COLEMAN NFH,CA,CenCal,1
1,7,19930104,19930104,1993,1,1,4,4,72812,0,0,S,,5000,62121,,,5000,691,,,COLEMAN NFH,CA,CenCal,1
1,7,19950105,19950105,1995,1,1,5,5,139454,0,0,S,,5000,128159,,,5000,1295,,,COLEMAN NFH,CA,CenCal,1
1,7,19960103,19960103,1996,1,1,3,3,74801,0,0,S,,5000,60395,,,5000,4406,,,COLEMAN NFH,CA,CenCal,1
1,3,19920414,19920414,1992,4,4,14,14,64707,0,0,S,,5000,53886,,,5000,821,,,COLEMAN NFH,CA,CenCal,1
1,7,19940103,19940104,1994,1,1,3,4,88976,88976,11033024,S,124,5000,78423,,,5000,553,,,COLEMAN NFH,CA,CenCal,1
1,3,19990427,19990427,1999,4,4,27,27,487668,487668,33649092,S,69,5000,36099,,,5000,926,0,440643,COLEMAN NFH,CA,CenCal,1
1,7,19951208,19951208,1995,12,12,8,8,87196,0,0,S,,5000,74726,,,5000,2470,,,COLEMAN NFH,CA,CenCal,1
1,7,19970117,19970117,1997,1,1,17,17,73817,73817,8931857,S,121,5000,61902,,,5000,1915,,,COLEMAN NFH,CA,CenCal,1
1,7,19970116,19970116,1997,1,1,16,16,69170,69170,7954550,S,115,5000,57987,,,5000,1183,,,COLEMAN NFH,CA,CenCal,1
1,3,19910304,19910304,1991,3,3,4,4,62472,0,0,G,,5000,48656,,,5000,3816,,,COLEMAN NFH,CA,CenCal,1
1,3,19940414,19940414,1994,4,4,14,14,67083,67083,4762893,S,71,5000,53430,,,5000,3653,,,COLEMAN NFH,CA,CenCal,1
1,3,19940414,19940414,1994,4,4,14,14,66242,66242,4239488,S,64,5000,54892,,,5000,1350,,,COLEMAN NFH,CA,CenCal,1
1,3,19980422,19980422,1998,4,4,22,22,465211,465211,31169137,S,67,5000,31762,,,0,417399,5000,6050,COLEMAN NFH,CA,CenCal,1
1,3,19990427,19990427,1999,4,4,27,27,486435,486435,34050450,S,70,5000,34689,0,183,5000,1643,0,439920,COLEMAN NFH,CA,CenCal,1
1,7,19980113,19980113,1998,1,1,13,13,76297,76297,10605283,S,139,5000,61656,,,5000,4641,,,COLEMAN NFH,CA,CenCal,1
1,3,19920414,19920414,1992,4,4,14,14,64047,0,0,S,,5000,49507,,,5000,4540,,,COLEMAN NFH,CA,CenCal,1
1,3,19990421,19990421,1999,4,4,21,21,484183,484183,33408627,S,69,5000,32280,0,922,5000,3689,0,437292,COLEMAN NFH,CA,CenCal,1
1,7,19971110,19971110,1997,11,11,10,10,81220,81220,9746400,S,120,5000,67659,,,5000,3561,,,COLEMAN NFH,CA,CenCal,1
1,3,19950424,19950424,1995,4,4,24,24,55718,0,0,S,,5000,50718,,,,,,,COLEMAN NFH,CA,CenCal,1
1,3,19930426,19930426,1993,4,4,26,26,70361,0,0,S,,5000,59697,,,5000,664,,,COLEMAN NFH,CA,CenCal,1
1,7,19971110,19971110,1997,11,11,10,10,80549,80549,9504782,S,118,5000,66316,,,5000,4233,,,COLEMAN NFH,CA,CenCal,1
1,3,19980422,19980422,1998,4,4,22,22,450862,450862,32462064,S,72,5000,27447,,,0,403771,5000,9644,COLEMAN NFH,CA,CenCal,1
1,3,19950424,19950424,1995,4,4,24,24,57653,0,0,S,,5000,52653,,,,,,,COLEMAN NFH,CA,CenCal,1
1,3,19900511,19900511,1990,5,5,11,11,62921,0,0,S,,5000,51069,,,5000,1852,,,COLEMAN NFH,CA,CenCal,1
1,3,19980331,19980331,1998,3,3,31,31,455383,455383,29599895,S,65,5000,29548,,,0,407980,5000,7855,COLEMAN NFH,CA,CenCal,1
1,7,19951109,19951109,1995,11,11,9,9,74794,0,0,S,,5000,63239,,,5000,1555,,,COLEMAN NFH,CA,CenCal,1
1,7,19970117,19970117,1997,1,1,17,17,70524,70524,8815500,S,125,5000,59919,,,5000,605,,,COLEMAN NFH,CA,CenCal,1
1,3,19980422,19980422,1998,4,4,22,22,457540,457540,31570260,S,69,5000,35032,,,0,409871,5000,2637,COLEMAN NFH,CA,CenCal,1
1,3,19990420,19990420,1999,4,4,20,20,478387,478387,36357412,S,76,5000,22091,0,2373,5000,12050,0,431873,COLEMAN NFH,CA,CenCal,1
1,7,19950104,19950104,1995,1,1,4,4,137024,0,0,S,,5000,125754,,,5000,1270,,,COLEMAN NFH,CA,CenCal,1
1,7,19980113,19980113,1998,1,1,13,13,77949,77949,10679013,S,137,5000,63872,,,5000,4077,,,COLEMAN NFH,CA,CenCal,1
1,7,19991112,19991112,1999,11,11,12,12,84211,84211,9936898,S,118,5000,70129,,,5000,4082,,,COLEMAN NFH,CA,CenCal,1
1,7,19970116,19970116,1997,1,1,16,16,68401,68401,10260150,S,150,5000,46137,,,5000,12264,,,COLEMAN NFH,CA,CenCal,1
1,3,19980304,19980304,1998,3,3,4,4,459384,459384,27103656,S,59,5000,35715,,,0,411789,5000,1880,COLEMAN NFH,CA,CenCal,1
1,7,19991209,19991209,1999,12,12,9,9,90796,90796,11985072,S,132,5000,75948,0,404,5000,4444,,,COLEMAN NFH,CA,CenCal,1
1,3,19970416,19970416,1997,4,4,16,16,46227,46227,2588712,S,56,5000,34416,,,5000,1811,,,COLEMAN NFH,CA,CenCal,1
1,7,19981112,19981112,1998,11,11,12,12,78164,78164,8676204,S,111,5000,65778,,,5000,2386,,,COLEMAN NFH,CA,CenCal,1
1,7,19970109,19970109,1997,1,1,9,9,75279,75279,8807643,S,117,5000,63321,,,5000,1958,,,COLEMAN NFH,CA,CenCal,1
1,3,19990420,19990420,1999,4,4,20,20,456156,456156,33299388,S,73,5000,28507,0,1386,5000,9700,0,406563,COLEMAN NFH,CA,CenCal,1
1,3,19930413,19930413,1993,4,4,13,13,38676,0,0,S,,5000,28361,,,5000,315,,,COLEMAN NFH,CA,CenCal,1
1,7,19970116,19970116,1997,1,1,16,16,72760,72760,11132280,S,153,5000,57739,,,5000,5021,,,COLEMAN NFH,CA,CenCal,1
1,3,19990427,19990427,1999,4,4,27,27,462591,462591,29143233,S,63,5000,36332,0,559,5000,373,0,415327,COLEMAN NFH,CA,CenCal,1
1,7,19991221,19991221,1999,12,12,21,21,88383,88383,12020088,S,136,5000,83383,,,,,,,COLEMAN NFH,CA,CenCal,1
1,7,19900126,19900126,1990,1,1,26,26,59514,0,0,S,,5000,44959,,,5000,4555,,,COLEMAN NFH,CA,CenCal,1
1,7,19971209,19971209,1997,12,12,9,9,78293,78293,10491262,S,134,5000,66244,,,5000,2049,,,COLEMAN NFH,CA,CenCal,1
1,3,19910430,19910430,1991,4,4,30,30,74698,0,0,S,,5000,64373,,,5000,325,,,COLEMAN NFH,CA,CenCal,1
1,7,19990104,19990104,1999,1,1,4,4,75809,75809,9400316,S,124,5000,61860,,,5000,3949,,,COLEMAN NFH,CA,CenCal,1
1,3,19990427,19990427,1999,4,4,27,27,487649,487649,36573675,S,75,5000,34328,0,557,5000,2227,0,440537,COLEMAN NFH,CA,CenCal,1
1,7,19970116,19970116,1997,1,1,16,16,74219,74219,10910193,S,147,5000,53302,,,5000,10917,,,COLEMAN NFH,CA,CenCal,1
1,7,19990104,19990104,1999,1,1,4,4,74629,74629,9627141,S,129,5000,63983,,,5000,646,,,COLEMAN NFH,CA,CenCal,1
1,7,19980114,19980114,1998,1,1,14,14,71461,71461,10004540,S,140,5000,59003,,,5000,2458,,,COLEMAN NFH,CA,CenCal,1
1,7,19941110,19941110,1994,11,11,10,10,74919,0,0,S,,5000,61673,,,5000,3246,,,COLEMAN NFH,CA,CenCal,1
1,7,19940103,19940103,1994,1,1,3,3,83212,83212,10817560,S,130,5000,72236,,,5000,976,,,COLEMAN NFH,CA,CenCal,1
1,3,19980304,19980304,1998,3,3,4,4,459066,459066,26625828,S,58,5000,32198,,,0,411186,5000,5682,COLEMAN NFH,CA,CenCal,1
1,7,19960102,19960102,1996,1,1,2,2,71858,0,0,S,,5000,59136,,,5000,2722,,,COLEMAN NFH,CA,CenCal,1
1,7,19980112,19980112,1998,1,1,12,12,74261,74261,10173757,S,137,5000,61048,,,5000,3213,,,COLEMAN NFH,CA,CenCal,1
1,3,19990420,19990420,1999,4,4,20,20,454047,454047,32691384,S,72,5000,32136,0,2401,5000,2401,0,407109,COLEMAN NFH,CA,CenCal,1
1,3,19980331,19980331,1998,3,3,31,31,456483,456483,29671395,S,65,5000,32511,,,0,409114,5000,4858,COLEMAN NFH,CA,CenCal,1
1,7,19990104,19990104,1999,1,1,4,4,78867,78867,9858375,S,125,5000,65768,0,344,5000,2066,0,689,COLEMAN NFH,CA,CenCal,1
1,7,19990104,19990104,1999,1,1,4,4,72800,72800,9172800,S,126,5000,58718,,,5000,4082,,,COLEMAN NFH,CA,CenCal,1
1,7,19940103,19940103,1994,1,1,3,3,78099,78099,10465266,S,134,5000,67645,,,5000,454,,,COLEMAN NFH,CA,CenCal,1
1,3,19980306,19980306,1998,3,3,6,6,465762,465762,27014196,S,58,5000,36747,,,0,417879,5000,1136,COLEMAN NFH,CA,CenCal,1
1,7,19960103,19960103,1996,1,1,3,3,77737,0,0,S,,5000,67195,,,5000,542,,,COLEMAN NFH,CA,CenCal,1
1,7,19940104,19940104,1994,1,1,4,4,80363,80363,10366827,S,129,5000,69894,,,5000,469,,,COLEMAN NFH,CA,CenCal,1
1,3,19990427,19990427,1999,4,4,27,27,490263,490263,33337884,S,68,5000,36166,,,5000,182,0,443915,COLEMAN NFH,CA,CenCal,1
1,1,19980526,19980609,1998,5,6,26,9,40878,40878,3924288,V,96,5000,30154,,,5000,724,,,WICKLAND OIL NET PEN,CA,CenCal,1
1,1,19980526,19980609,1998,5,6,26,9,40928,40928,3929088,V,96,5000,30203,,,5000,725,,,WICKLAND OIL NET PEN,CA,CenCal,1
1,1,19980526,19980609,1998,5,6,26,9,41296,41296,3964416,V,96,5000,30562,,,5000,734,,,WICKLAND OIL NET PEN,CA,CenCal,1
1,1,19980526,19980609,1998,5,6,26,9,41151,41151,3950496,V,96,5000,30420,,,5000,731,,,WICKLAND OIL NET PEN,CA,CenCal,1
1,1,19980526,19980609,1998,5,6,26,9,40640,40640,3901440,V,96,5000,29921,,,5000,719,,,WICKLAND OIL NET PEN,CA,CenCal,1
1,1,19980526,19980609,1998,5,6,26,9,40852,40852,3921792,V,96,5000,30128,,,5000,724,,,WICKLAND OIL NET PEN,CA,CenCal,1
1,3,19990301,19990301,1999,3,3,1,1,36040,0,0,F,,5000,25649,,,5000,391,,,MOK R MOUTH,CA,CenCal,1
1,3,19990301,19990301,1999,3,3,1,1,35097,0,0,F,,5000,24721,,,5000,376,,,MOK R MOUTH,CA,CenCal,1
1,3,19990301,19990301,1999,3,3,1,1,38369,0,0,F,,5000,27943,,,5000,426,,,MOK R MOUTH,CA,CenCal,1
1,3,19980427,19980427,1998,4,4,27,27,31832,31832,2833048,G,89,5000,21312,,,5000,520,,,MOK R MOUTH,CA,CenCal,1
1,3,19990301,19990301,1999,3,3,1,1,35801,0,0,F,,5000,25414,,,5000,387,,,MOK R MOUTH,CA,CenCal,1
1,3,19910518,19910518,1991,5,5,18,18,64407,64407,5088153,G,79,5000,47289,,,5000,7118,,,MOK R MOUTH,CA,CenCal,1
1,3,19910509,19910509,1991,5,5,9,9,61784,61784,5189856,V,84,5000,45706,,,5000,6078,,,MOK R MOUTH,CA,CenCal,1
1,3,19980427,19980427,1998,4,4,27,27,33414,33414,2973846,G,89,5000,22856,,,5000,558,,,MOK R MOUTH,CA,CenCal,1
1,3,19900503,19900503,1990,5,5,3,3,64006,64006,4992468,G,78,5000,52074,,,5000,1932,,,SAN JOAQ OLD STEWART ROAD,CA,CenCal,1
1,3,19930406,19930406,1993,4,4,6,6,63499,63499,3746441,G,59,5000,50016,,,5000,3483,,,SAN JOAQ OLD STEWART ROAD,CA,CenCal,1
1,3,19950517,19950517,1995,5,5,17,17,63342,63342,4813992,G,76,5000,51422,,,5000,1920,,,SAN JOAQ OLD STEWART ROAD,CA,CenCal,1
1,3,19970428,19970428,1997,4,4,28,28,36784,36784,3678400,V,100,5000,23701,,,5000,3083,,,SAN JOAQ OLD STEWART ROAD,CA,CenCal,1
1,3,19950517,19950517,1995,5,5,17,17,63444,63444,5012076,G,79,5000,51702,,,5000,1742,,,SAN JOAQ OLD STEWART ROAD,CA,CenCal,1
1,3,19950417,19950417,1995,4,4,17,17,61886,61886,4332020,G,70,5000,50849,,,5000,1037,,,SAN JOAQ OLD STEWART ROAD,CA,CenCal,1
1,7,19960110,19960110,1996,1,1,10,10,77076,0,0,S,,5000,66808,,,5000,268,,,COLEMAN NFH,CA,CenCal,1
1,7,19940105,19940105,1994,1,1,5,5,85390,85390,10844530,S,127,5000,73882,,,5000,1508,,,COLEMAN NFH,CA,CenCal,1
1,3,19900503,19900503,1990,5,5,3,3,64334,64334,4889384,G,76,5000,51521,,,5000,2813,,,SAN JOAQ OLD STEWART ROAD,CA,CenCal,1
1,3,19920512,19920512,1992,5,5,12,12,64036,64036,5571132,V,87,5000,52931,,,5000,1105,,,SAN JOAQ OLD STEWART ROAD,CA,CenCal,1
1,3,19970428,19970428,1997,4,4,28,28,38334,38334,3833400,V,100,5000,25073,,,5000,3261,,,SAN JOAQ OLD STEWART ROAD,CA,CenCal,1
1,3,19930512,19930512,1993,5,5,12,12,64357,64357,4826775,G,75,5000,52616,,,5000,1741,,,SAN JOAQ OLD STEWART ROAD,CA,CenCal,1
1,3,19960415,19960415,1996,4,4,15,15,61620,0,0,G,,5000,49024,,,5000,2596,,,SAN JOAQ OLD STEWART ROAD,CA,CenCal,1
1,3,19940426,19940426,1994,4,4,26,26,65448,65448,5039496,G,77,5000,50726,,,5000,4722,,,SAN JOAQ OLD STEWART ROAD,CA,CenCal,1
1,3,19960415,19960415,1996,4,4,15,15,62780,0,0,G,,5000,51718,,,5000,1062,,,SAN JOAQ OLD STEWART ROAD,CA,CenCal,1
1,3,19920504,19920504,1992,5,5,4,4,62164,62164,5159612,G,83,5000,48455,,,5000,3709,,,SAN JOAQ OLD STEWART ROAD,CA,CenCal,1
1,3,19960430,19960430,1996,4,4,30,30,61744,0,0,G,,5000,49194,,,5000,2550,,,SAN JOAQ OLD STEWART ROAD,CA,CenCal,1
1,3,19930504,19930504,1993,5,5,4,4,62729,62729,4516488,G,72,5000,51937,,,5000,792,,,SAN JOAQ OLD STEWART ROAD,CA,CenCal,1
1,3,19950505,19950505,1995,5,5,5,5,62719,62719,4766644,G,76,5000,52297,,,5000,422,,,SAN JOAQ OLD STEWART ROAD,CA,CenCal,1
1,3,19900417,19900417,1990,4,4,17,17,64545,64545,4711785,G,73,5000,53313,,,5000,1232,,,SAN JOAQ OLD STEWART ROAD,CA,CenCal,1
1,3,19900417,19900417,1990,4,4,17,17,63641,63641,4582152,G,72,5000,52954,,,5000,687,,,SAN JOAQ OLD STEWART ROAD,CA,CenCal,1
1,3,19950505,19950505,1995,5,5,5,5,62689,62689,4701675,G,75,5000,50265,,,5000,2424,,,SAN JOAQ OLD STEWART ROAD,CA,CenCal,1
1,3,19920413,19920413,1992,4,4,13,13,61830,61830,5070060,G,82,5000,49948,,,5000,1882,,,SAN JOAQ OLD STEWART ROAD,CA,CenCal,1
1,3,19940509,19940509,1994,5,5,9,9,64537,64537,5679256,V,88,5000,53880,,,5000,657,,,SAN JOAQ OLD STEWART ROAD,CA,CenCal,1
1,3,19920424,19920424,1992,4,4,24,24,62628,62628,5198124,G,83,5000,51445,,,5000,1183,,,SAN JOAQ OLD STEWART ROAD,CA,CenCal,1
1,3,19940502,19940502,1994,5,5,2,2,63121,63121,5175922,G,82,5000,51632,,,5000,1489,,,SAN JOAQ OLD STEWART ROAD,CA,CenCal,1
1,3,19920504,19920504,1992,5,5,4,4,64363,64363,5470855,G,85,5000,51262,,,5000,3101,,,SAN JOAQ OLD STEWART ROAD,CA,CenCal,1
1,3,19920413,19920413,1992,4,4,13,13,65644,65644,5317164,G,81,5000,53754,,,5000,1890,,,SAN JOAQ OLD STEWART ROAD,CA,CenCal,1
1,7,19981112,19981112,1998,11,11,12,12,81874,81874,9251762,S,113,5000,71515,,,5000,359,,,COLEMAN NFH,CA,CenCal,1
1,3,19990420,19990420,1999,4,4,20,20,454048,454048,32691456,S,72,5000,32721,0,2445,5000,2445,0,406437,COLEMAN NFH,CA,CenCal,1
1,7,19940104,19940104,1994,1,1,4,4,76496,76496,9791488,S,128,5000,65609,,,5000,887,,,COLEMAN NFH,CA,CenCal,1
1,3,19950424,19950424,1995,4,4,24,24,55036,0,0,S,,5000,50036,,,,,,,COLEMAN NFH,CA,CenCal,1
1,3,19990428,19990428,1999,4,4,28,28,505457,505457,39425646,S,78,5000,34171,0,188,5000,3192,0,457906,COLEMAN NFH,CA,CenCal,1
1,3,19940411,19940411,1994,4,4,11,11,63665,63665,4711210,G,74,5000,51084,,,5000,2581,,,SAN JOAQ OLD STEWART ROAD,CA,CenCal,1
1,3,19920407,19920407,1992,4,4,7,7,82798,82798,6458244,G,78,5000,54073,,,0,17458,5000,1267,SAN JOAQ OLD STEWART ROAD,CA,CenCal,1
1,3,19920407,19920407,1992,4,4,7,7,64087,64087,5062873,G,79,5000,53030,,,5000,1057,,,SAN JOAQ OLD STEWART ROAD,CA,CenCal,1
1,3,19960430,19960430,1996,4,4,30,30,62570,0,0,G,,5000,50462,,,5000,2108,,,SAN JOAQ OLD STEWART ROAD,CA,CenCal,1
1,3,19950417,19950417,1995,4,4,17,17,61511,61511,4305770,G,70,5000,50120,,,5000,1391,,,SAN JOAQ OLD STEWART ROAD,CA,CenCal,1
1,3,19920512,19920512,1992,5,5,12,12,63880,63880,5429800,V,85,5000,52454,,,5000,1426,,,SAN JOAQ OLD STEWART ROAD,CA,CenCal,1
1,3,19920424,19920424,1992,4,4,24,24,63997,63997,5439745,G,85,5000,53294,,,5000,703,,,SAN JOAQ OLD STEWART ROAD,CA,CenCal,1
1,3,19930428,19930428,1993,4,4,28,28,66650,66650,4732150,G,71,5000,55742,,,5000,908,,,SAN JOAQ OLD STEWART ROAD,CA,CenCal,1
