oceanAge,month,FRAMID,Mat,FRAMRiver,CoastWideName,ReleaseSize,Run,Origin,length,areaID,originID,runID
0,9,1,1, Nk/Sm Fall,SalishSea,NA,Fall,1,250.8443418,5,3,3
0,10,1,1, Nk/Sm Fall,SalishSea,NA,Fall,1,250.8443418,5,3,3
0,11,1,1, Nk/Sm Fall,SalishSea,NA,Fall,1,250.8443418,5,3,3
0,12,1,1, Nk/Sm Fall,SalishSea,NA,Fall,1,250.8443418,5,3,3
1,1,1,1, Nk/Sm Fall,SalishSea,NA,Fall,1,250.8443418,5,3,3
1,2,1,1, Nk/Sm Fall,SalishSea,NA,Fall,1,250.8443418,5,3,3
1,3,1,1, Nk/Sm Fall,SalishSea,NA,Fall,1,250.8443418,5,3,3
1,4,1,1, Nk/Sm Fall,SalishSea,NA,Fall,1,250.8443418,5,3,3
1,5,1,1, Nk/Sm Fall,SalishSea,NA,Fall,1,340.3087236,5,3,3
1,6,1,1, Nk/Sm Fall,SalishSea,NA,Fall,1,340.3087236,5,3,3
1,7,1,1, Nk/Sm Fall,SalishSea,NA,Fall,1,385.1919173,5,3,3
1,8,1,1, Nk/Sm Fall,SalishSea,NA,Fall,1,385.1919173,5,3,3
1,9,1,1, Nk/Sm Fall,SalishSea,NA,Fall,1,465.7612016,5,3,3
1,10,1,1, Nk/Sm Fall,SalishSea,NA,Fall,1,465.7612016,5,3,3
1,11,1,1, Nk/Sm Fall,SalishSea,NA,Fall,1,465.7612016,5,3,3
1,12,1,1, Nk/Sm Fall,SalishSea,NA,Fall,1,465.7612016,5,3,3
2,1,1,1, Nk/Sm Fall,SalishSea,NA,Fall,1,465.7612016,5,3,3
2,2,1,1, Nk/Sm Fall,SalishSea,NA,Fall,1,465.7612016,5,3,3
2,3,1,1, Nk/Sm Fall,SalishSea,NA,Fall,1,465.7612016,5,3,3
2,4,1,1, Nk/Sm Fall,SalishSea,NA,Fall,1,465.7612016,5,3,3
2,5,1,1, Nk/Sm Fall,SalishSea,NA,Fall,1,528.931901,5,3,3
2,6,1,1, Nk/Sm Fall,SalishSea,NA,Fall,1,528.931901,5,3,3
2,7,1,1, Nk/Sm Fall,SalishSea,NA,Fall,1,560.6238736,5,3,3
2,8,1,1, Nk/Sm Fall,SalishSea,NA,Fall,1,560.6238736,5,3,3
2,9,1,1, Nk/Sm Fall,SalishSea,NA,Fall,1,617.5137547,5,3,3
2,10,1,1, Nk/Sm Fall,SalishSea,NA,Fall,1,617.5137547,5,3,3
2,11,1,1, Nk/Sm Fall,SalishSea,NA,Fall,1,617.5137547,5,3,3
2,12,1,1, Nk/Sm Fall,SalishSea,NA,Fall,1,617.5137547,5,3,3
3,1,1,1, Nk/Sm Fall,SalishSea,NA,Fall,1,617.5137547,5,3,3
3,2,1,1, Nk/Sm Fall,SalishSea,NA,Fall,1,617.5137547,5,3,3
3,3,1,1, Nk/Sm Fall,SalishSea,NA,Fall,1,617.5137547,5,3,3
3,4,1,1, Nk/Sm Fall,SalishSea,NA,Fall,1,617.5137547,5,3,3
3,5,1,1, Nk/Sm Fall,SalishSea,NA,Fall,1,662.1185145,5,3,3
3,6,1,1, Nk/Sm Fall,SalishSea,NA,Fall,1,662.1185145,5,3,3
3,7,1,1, Nk/Sm Fall,SalishSea,NA,Fall,1,684.4961808,5,3,3
3,8,1,1, Nk/Sm Fall,SalishSea,NA,Fall,1,684.4961808,5,3,3
3,9,1,1, Nk/Sm Fall,SalishSea,NA,Fall,1,724.6660619,5,3,3
3,10,1,1, Nk/Sm Fall,SalishSea,NA,Fall,1,724.6660619,5,3,3
3,11,1,1, Nk/Sm Fall,SalishSea,NA,Fall,1,724.6660619,5,3,3
3,12,1,1, Nk/Sm Fall,SalishSea,NA,Fall,1,724.6660619,5,3,3
4,1,1,1, Nk/Sm Fall,SalishSea,NA,Fall,1,724.6660619,5,3,3
4,2,1,1, Nk/Sm Fall,SalishSea,NA,Fall,1,724.6660619,5,3,3
4,3,1,1, Nk/Sm Fall,SalishSea,NA,Fall,1,724.6660619,5,3,3
4,4,1,1, Nk/Sm Fall,SalishSea,NA,Fall,1,724.6660619,5,3,3
4,5,1,1, Nk/Sm Fall,SalishSea,NA,Fall,1,756.1614327,5,3,3
4,6,1,1, Nk/Sm Fall,SalishSea,NA,Fall,1,756.1614327,5,3,3
4,7,1,1, Nk/Sm Fall,SalishSea,NA,Fall,1,771.9622777,5,3,3
4,8,1,1, Nk/Sm Fall,SalishSea,NA,Fall,1,771.9622777,5,3,3
0,9,1,2, Nk/Sm Fall,SalishSea,NA,Fall,1,314.5613545,5,3,3
0,10,1,2, Nk/Sm Fall,SalishSea,NA,Fall,1,314.5613545,5,3,3
0,11,1,2, Nk/Sm Fall,SalishSea,NA,Fall,1,314.5613545,5,3,3
0,12,1,2, Nk/Sm Fall,SalishSea,NA,Fall,1,314.5613545,5,3,3
1,1,1,2, Nk/Sm Fall,SalishSea,NA,Fall,1,314.5613545,5,3,3
1,2,1,2, Nk/Sm Fall,SalishSea,NA,Fall,1,314.5613545,5,3,3
1,3,1,2, Nk/Sm Fall,SalishSea,NA,Fall,1,314.5613545,5,3,3
1,4,1,2, Nk/Sm Fall,SalishSea,NA,Fall,1,314.5613545,5,3,3
1,5,1,2, Nk/Sm Fall,SalishSea,NA,Fall,1,411.8807533,5,3,3
1,6,1,2, Nk/Sm Fall,SalishSea,NA,Fall,1,411.8807533,5,3,3
1,7,1,2, Nk/Sm Fall,SalishSea,NA,Fall,1,460.5324546,5,3,3
1,8,1,2, Nk/Sm Fall,SalishSea,NA,Fall,1,460.5324546,5,3,3
1,9,1,2, Nk/Sm Fall,SalishSea,NA,Fall,1,547.5436611,5,3,3
1,10,1,2, Nk/Sm Fall,SalishSea,NA,Fall,1,547.5436611,5,3,3
1,11,1,2, Nk/Sm Fall,SalishSea,NA,Fall,1,547.5436611,5,3,3
1,12,1,2, Nk/Sm Fall,SalishSea,NA,Fall,1,547.5436611,5,3,3
2,1,1,2, Nk/Sm Fall,SalishSea,NA,Fall,1,547.5436611,5,3,3
2,2,1,2, Nk/Sm Fall,SalishSea,NA,Fall,1,547.5436611,5,3,3
2,3,1,2, Nk/Sm Fall,SalishSea,NA,Fall,1,547.5436611,5,3,3
2,4,1,2, Nk/Sm Fall,SalishSea,NA,Fall,1,547.5436611,5,3,3
2,5,1,2, Nk/Sm Fall,SalishSea,NA,Fall,1,615.4411017,5,3,3
2,6,1,2, Nk/Sm Fall,SalishSea,NA,Fall,1,615.4411017,5,3,3
2,7,1,2, Nk/Sm Fall,SalishSea,NA,Fall,1,649.3842419,5,3,3
2,8,1,2, Nk/Sm Fall,SalishSea,NA,Fall,1,649.3842419,5,3,3
2,9,1,2, Nk/Sm Fall,SalishSea,NA,Fall,1,710.0899008,5,3,3
2,10,1,2, Nk/Sm Fall,SalishSea,NA,Fall,1,710.0899008,5,3,3
2,11,1,2, Nk/Sm Fall,SalishSea,NA,Fall,1,710.0899008,5,3,3
2,12,1,2, Nk/Sm Fall,SalishSea,NA,Fall,1,710.0899008,5,3,3
3,1,1,2, Nk/Sm Fall,SalishSea,NA,Fall,1,710.0899008,5,3,3
3,2,1,2, Nk/Sm Fall,SalishSea,NA,Fall,1,710.0899008,5,3,3
3,3,1,2, Nk/Sm Fall,SalishSea,NA,Fall,1,710.0899008,5,3,3
3,4,1,2, Nk/Sm Fall,SalishSea,NA,Fall,1,710.0899008,5,3,3
3,5,1,2, Nk/Sm Fall,SalishSea,NA,Fall,1,757.4603377,5,3,3
3,6,1,2, Nk/Sm Fall,SalishSea,NA,Fall,1,757.4603377,5,3,3
3,7,1,2, Nk/Sm Fall,SalishSea,NA,Fall,1,781.1416631,5,3,3
3,8,1,2, Nk/Sm Fall,SalishSea,NA,Fall,1,781.1416631,5,3,3
3,9,1,2, Nk/Sm Fall,SalishSea,NA,Fall,1,823.4945641,5,3,3
3,10,1,2, Nk/Sm Fall,SalishSea,NA,Fall,1,823.4945641,5,3,3
3,11,1,2, Nk/Sm Fall,SalishSea,NA,Fall,1,823.4945641,5,3,3
3,12,1,2, Nk/Sm Fall,SalishSea,NA,Fall,1,823.4945641,5,3,3
4,1,1,2, Nk/Sm Fall,SalishSea,NA,Fall,1,823.4945641,5,3,3
4,2,1,2, Nk/Sm Fall,SalishSea,NA,Fall,1,823.4945641,5,3,3
4,3,1,2, Nk/Sm Fall,SalishSea,NA,Fall,1,823.4945641,5,3,3
4,4,1,2, Nk/Sm Fall,SalishSea,NA,Fall,1,823.4945641,5,3,3
4,5,1,2, Nk/Sm Fall,SalishSea,NA,Fall,1,856.5437965,5,3,3
4,6,1,2, Nk/Sm Fall,SalishSea,NA,Fall,1,856.5437965,5,3,3
4,7,1,2, Nk/Sm Fall,SalishSea,NA,Fall,1,873.0656966,5,3,3
4,8,1,2, Nk/Sm Fall,SalishSea,NA,Fall,1,873.0656966,5,3,3
0,9,2,1, NF Nook Spr,SalishSea,NA,Spring,1,250.8443418,5,3,1
0,10,2,1, NF Nook Spr,SalishSea,NA,Spring,1,250.8443418,5,3,1
0,11,2,1, NF Nook Spr,SalishSea,NA,Spring,1,250.8443418,5,3,1
0,12,2,1, NF Nook Spr,SalishSea,NA,Spring,1,250.8443418,5,3,1
1,1,2,1, NF Nook Spr,SalishSea,NA,Spring,1,250.8443418,5,3,1
1,2,2,1, NF Nook Spr,SalishSea,NA,Spring,1,250.8443418,5,3,1
1,3,2,1, NF Nook Spr,SalishSea,NA,Spring,1,250.8443418,5,3,1
1,4,2,1, NF Nook Spr,SalishSea,NA,Spring,1,250.8443418,5,3,1
1,5,2,1, NF Nook Spr,SalishSea,NA,Spring,1,340.3087236,5,3,1
1,6,2,1, NF Nook Spr,SalishSea,NA,Spring,1,340.3087236,5,3,1
1,7,2,1, NF Nook Spr,SalishSea,NA,Spring,1,385.1919173,5,3,1
1,8,2,1, NF Nook Spr,SalishSea,NA,Spring,1,385.1919173,5,3,1
1,9,2,1, NF Nook Spr,SalishSea,NA,Spring,1,465.7612016,5,3,1
1,10,2,1, NF Nook Spr,SalishSea,NA,Spring,1,465.7612016,5,3,1
1,11,2,1, NF Nook Spr,SalishSea,NA,Spring,1,465.7612016,5,3,1
1,12,2,1, NF Nook Spr,SalishSea,NA,Spring,1,465.7612016,5,3,1
2,1,2,1, NF Nook Spr,SalishSea,NA,Spring,1,465.7612016,5,3,1
2,2,2,1, NF Nook Spr,SalishSea,NA,Spring,1,465.7612016,5,3,1
2,3,2,1, NF Nook Spr,SalishSea,NA,Spring,1,465.7612016,5,3,1
2,4,2,1, NF Nook Spr,SalishSea,NA,Spring,1,465.7612016,5,3,1
2,5,2,1, NF Nook Spr,SalishSea,NA,Spring,1,528.931901,5,3,1
2,6,2,1, NF Nook Spr,SalishSea,NA,Spring,1,528.931901,5,3,1
2,7,2,1, NF Nook Spr,SalishSea,NA,Spring,1,560.6238736,5,3,1
2,8,2,1, NF Nook Spr,SalishSea,NA,Spring,1,560.6238736,5,3,1
2,9,2,1, NF Nook Spr,SalishSea,NA,Spring,1,617.5137547,5,3,1
2,10,2,1, NF Nook Spr,SalishSea,NA,Spring,1,617.5137547,5,3,1
2,11,2,1, NF Nook Spr,SalishSea,NA,Spring,1,617.5137547,5,3,1
2,12,2,1, NF Nook Spr,SalishSea,NA,Spring,1,617.5137547,5,3,1
3,1,2,1, NF Nook Spr,SalishSea,NA,Spring,1,617.5137547,5,3,1
3,2,2,1, NF Nook Spr,SalishSea,NA,Spring,1,617.5137547,5,3,1
3,3,2,1, NF Nook Spr,SalishSea,NA,Spring,1,617.5137547,5,3,1
3,4,2,1, NF Nook Spr,SalishSea,NA,Spring,1,617.5137547,5,3,1
3,5,2,1, NF Nook Spr,SalishSea,NA,Spring,1,662.1185145,5,3,1
3,6,2,1, NF Nook Spr,SalishSea,NA,Spring,1,662.1185145,5,3,1
3,7,2,1, NF Nook Spr,SalishSea,NA,Spring,1,684.4961808,5,3,1
3,8,2,1, NF Nook Spr,SalishSea,NA,Spring,1,684.4961808,5,3,1
3,9,2,1, NF Nook Spr,SalishSea,NA,Spring,1,724.6660619,5,3,1
3,10,2,1, NF Nook Spr,SalishSea,NA,Spring,1,724.6660619,5,3,1
3,11,2,1, NF Nook Spr,SalishSea,NA,Spring,1,724.6660619,5,3,1
3,12,2,1, NF Nook Spr,SalishSea,NA,Spring,1,724.6660619,5,3,1
4,1,2,1, NF Nook Spr,SalishSea,NA,Spring,1,724.6660619,5,3,1
4,2,2,1, NF Nook Spr,SalishSea,NA,Spring,1,724.6660619,5,3,1
4,3,2,1, NF Nook Spr,SalishSea,NA,Spring,1,724.6660619,5,3,1
4,4,2,1, NF Nook Spr,SalishSea,NA,Spring,1,724.6660619,5,3,1
4,5,2,1, NF Nook Spr,SalishSea,NA,Spring,1,756.1614327,5,3,1
4,6,2,1, NF Nook Spr,SalishSea,NA,Spring,1,756.1614327,5,3,1
4,7,2,1, NF Nook Spr,SalishSea,NA,Spring,1,771.9622777,5,3,1
4,8,2,1, NF Nook Spr,SalishSea,NA,Spring,1,771.9622777,5,3,1
0,9,2,2, NF Nook Spr,SalishSea,NA,Spring,1,314.5613545,5,3,1
0,10,2,2, NF Nook Spr,SalishSea,NA,Spring,1,314.5613545,5,3,1
0,11,2,2, NF Nook Spr,SalishSea,NA,Spring,1,314.5613545,5,3,1
0,12,2,2, NF Nook Spr,SalishSea,NA,Spring,1,314.5613545,5,3,1
1,1,2,2, NF Nook Spr,SalishSea,NA,Spring,1,314.5613545,5,3,1
1,2,2,2, NF Nook Spr,SalishSea,NA,Spring,1,314.5613545,5,3,1
1,3,2,2, NF Nook Spr,SalishSea,NA,Spring,1,314.5613545,5,3,1
1,4,2,2, NF Nook Spr,SalishSea,NA,Spring,1,314.5613545,5,3,1
1,5,2,2, NF Nook Spr,SalishSea,NA,Spring,1,411.8807533,5,3,1
1,6,2,2, NF Nook Spr,SalishSea,NA,Spring,1,411.8807533,5,3,1
1,7,2,2, NF Nook Spr,SalishSea,NA,Spring,1,460.5324546,5,3,1
1,8,2,2, NF Nook Spr,SalishSea,NA,Spring,1,460.5324546,5,3,1
1,9,2,2, NF Nook Spr,SalishSea,NA,Spring,1,547.5436611,5,3,1
1,10,2,2, NF Nook Spr,SalishSea,NA,Spring,1,547.5436611,5,3,1
1,11,2,2, NF Nook Spr,SalishSea,NA,Spring,1,547.5436611,5,3,1
1,12,2,2, NF Nook Spr,SalishSea,NA,Spring,1,547.5436611,5,3,1
2,1,2,2, NF Nook Spr,SalishSea,NA,Spring,1,547.5436611,5,3,1
2,2,2,2, NF Nook Spr,SalishSea,NA,Spring,1,547.5436611,5,3,1
2,3,2,2, NF Nook Spr,SalishSea,NA,Spring,1,547.5436611,5,3,1
2,4,2,2, NF Nook Spr,SalishSea,NA,Spring,1,547.5436611,5,3,1
2,5,2,2, NF Nook Spr,SalishSea,NA,Spring,1,615.4411017,5,3,1
2,6,2,2, NF Nook Spr,SalishSea,NA,Spring,1,615.4411017,5,3,1
2,7,2,2, NF Nook Spr,SalishSea,NA,Spring,1,649.3842419,5,3,1
2,8,2,2, NF Nook Spr,SalishSea,NA,Spring,1,649.3842419,5,3,1
2,9,2,2, NF Nook Spr,SalishSea,NA,Spring,1,710.0899008,5,3,1
2,10,2,2, NF Nook Spr,SalishSea,NA,Spring,1,710.0899008,5,3,1
2,11,2,2, NF Nook Spr,SalishSea,NA,Spring,1,710.0899008,5,3,1
2,12,2,2, NF Nook Spr,SalishSea,NA,Spring,1,710.0899008,5,3,1
3,1,2,2, NF Nook Spr,SalishSea,NA,Spring,1,710.0899008,5,3,1
3,2,2,2, NF Nook Spr,SalishSea,NA,Spring,1,710.0899008,5,3,1
3,3,2,2, NF Nook Spr,SalishSea,NA,Spring,1,710.0899008,5,3,1
3,4,2,2, NF Nook Spr,SalishSea,NA,Spring,1,710.0899008,5,3,1
3,5,2,2, NF Nook Spr,SalishSea,NA,Spring,1,757.4603377,5,3,1
3,6,2,2, NF Nook Spr,SalishSea,NA,Spring,1,757.4603377,5,3,1
3,7,2,2, NF Nook Spr,SalishSea,NA,Spring,1,781.1416631,5,3,1
3,8,2,2, NF Nook Spr,SalishSea,NA,Spring,1,781.1416631,5,3,1
3,9,2,2, NF Nook Spr,SalishSea,NA,Spring,1,823.4945641,5,3,1
3,10,2,2, NF Nook Spr,SalishSea,NA,Spring,1,823.4945641,5,3,1
3,11,2,2, NF Nook Spr,SalishSea,NA,Spring,1,823.4945641,5,3,1
3,12,2,2, NF Nook Spr,SalishSea,NA,Spring,1,823.4945641,5,3,1
4,1,2,2, NF Nook Spr,SalishSea,NA,Spring,1,823.4945641,5,3,1
4,2,2,2, NF Nook Spr,SalishSea,NA,Spring,1,823.4945641,5,3,1
4,3,2,2, NF Nook Spr,SalishSea,NA,Spring,1,823.4945641,5,3,1
4,4,2,2, NF Nook Spr,SalishSea,NA,Spring,1,823.4945641,5,3,1
4,5,2,2, NF Nook Spr,SalishSea,NA,Spring,1,856.5437965,5,3,1
4,6,2,2, NF Nook Spr,SalishSea,NA,Spring,1,856.5437965,5,3,1
4,7,2,2, NF Nook Spr,SalishSea,NA,Spring,1,873.0656966,5,3,1
4,8,2,2, NF Nook Spr,SalishSea,NA,Spring,1,873.0656966,5,3,1
0,9,3,1, SF Nook Spr,SalishSea,NA,Spring,1,250.8443418,5,3,1
0,10,3,1, SF Nook Spr,SalishSea,NA,Spring,1,250.8443418,5,3,1
0,11,3,1, SF Nook Spr,SalishSea,NA,Spring,1,250.8443418,5,3,1
0,12,3,1, SF Nook Spr,SalishSea,NA,Spring,1,250.8443418,5,3,1
1,1,3,1, SF Nook Spr,SalishSea,NA,Spring,1,250.8443418,5,3,1
1,2,3,1, SF Nook Spr,SalishSea,NA,Spring,1,250.8443418,5,3,1
1,3,3,1, SF Nook Spr,SalishSea,NA,Spring,1,250.8443418,5,3,1
1,4,3,1, SF Nook Spr,SalishSea,NA,Spring,1,250.8443418,5,3,1
1,5,3,1, SF Nook Spr,SalishSea,NA,Spring,1,340.3087236,5,3,1
1,6,3,1, SF Nook Spr,SalishSea,NA,Spring,1,340.3087236,5,3,1
1,7,3,1, SF Nook Spr,SalishSea,NA,Spring,1,385.1919173,5,3,1
1,8,3,1, SF Nook Spr,SalishSea,NA,Spring,1,385.1919173,5,3,1
1,9,3,1, SF Nook Spr,SalishSea,NA,Spring,1,465.7612016,5,3,1
1,10,3,1, SF Nook Spr,SalishSea,NA,Spring,1,465.7612016,5,3,1
1,11,3,1, SF Nook Spr,SalishSea,NA,Spring,1,465.7612016,5,3,1
1,12,3,1, SF Nook Spr,SalishSea,NA,Spring,1,465.7612016,5,3,1
2,1,3,1, SF Nook Spr,SalishSea,NA,Spring,1,465.7612016,5,3,1
2,2,3,1, SF Nook Spr,SalishSea,NA,Spring,1,465.7612016,5,3,1
2,3,3,1, SF Nook Spr,SalishSea,NA,Spring,1,465.7612016,5,3,1
2,4,3,1, SF Nook Spr,SalishSea,NA,Spring,1,465.7612016,5,3,1
2,5,3,1, SF Nook Spr,SalishSea,NA,Spring,1,528.931901,5,3,1
2,6,3,1, SF Nook Spr,SalishSea,NA,Spring,1,528.931901,5,3,1
2,7,3,1, SF Nook Spr,SalishSea,NA,Spring,1,560.6238736,5,3,1
2,8,3,1, SF Nook Spr,SalishSea,NA,Spring,1,560.6238736,5,3,1
2,9,3,1, SF Nook Spr,SalishSea,NA,Spring,1,617.5137547,5,3,1
2,10,3,1, SF Nook Spr,SalishSea,NA,Spring,1,617.5137547,5,3,1
2,11,3,1, SF Nook Spr,SalishSea,NA,Spring,1,617.5137547,5,3,1
2,12,3,1, SF Nook Spr,SalishSea,NA,Spring,1,617.5137547,5,3,1
3,1,3,1, SF Nook Spr,SalishSea,NA,Spring,1,617.5137547,5,3,1
3,2,3,1, SF Nook Spr,SalishSea,NA,Spring,1,617.5137547,5,3,1
3,3,3,1, SF Nook Spr,SalishSea,NA,Spring,1,617.5137547,5,3,1
3,4,3,1, SF Nook Spr,SalishSea,NA,Spring,1,617.5137547,5,3,1
3,5,3,1, SF Nook Spr,SalishSea,NA,Spring,1,662.1185145,5,3,1
3,6,3,1, SF Nook Spr,SalishSea,NA,Spring,1,662.1185145,5,3,1
3,7,3,1, SF Nook Spr,SalishSea,NA,Spring,1,684.4961808,5,3,1
3,8,3,1, SF Nook Spr,SalishSea,NA,Spring,1,684.4961808,5,3,1
3,9,3,1, SF Nook Spr,SalishSea,NA,Spring,1,724.6660619,5,3,1
3,10,3,1, SF Nook Spr,SalishSea,NA,Spring,1,724.6660619,5,3,1
3,11,3,1, SF Nook Spr,SalishSea,NA,Spring,1,724.6660619,5,3,1
3,12,3,1, SF Nook Spr,SalishSea,NA,Spring,1,724.6660619,5,3,1
4,1,3,1, SF Nook Spr,SalishSea,NA,Spring,1,724.6660619,5,3,1
4,2,3,1, SF Nook Spr,SalishSea,NA,Spring,1,724.6660619,5,3,1
4,3,3,1, SF Nook Spr,SalishSea,NA,Spring,1,724.6660619,5,3,1
4,4,3,1, SF Nook Spr,SalishSea,NA,Spring,1,724.6660619,5,3,1
4,5,3,1, SF Nook Spr,SalishSea,NA,Spring,1,756.1614327,5,3,1
4,6,3,1, SF Nook Spr,SalishSea,NA,Spring,1,756.1614327,5,3,1
4,7,3,1, SF Nook Spr,SalishSea,NA,Spring,1,771.9622777,5,3,1
4,8,3,1, SF Nook Spr,SalishSea,NA,Spring,1,771.9622777,5,3,1
0,9,3,2, SF Nook Spr,SalishSea,NA,Spring,1,314.5613545,5,3,1
0,10,3,2, SF Nook Spr,SalishSea,NA,Spring,1,314.5613545,5,3,1
0,11,3,2, SF Nook Spr,SalishSea,NA,Spring,1,314.5613545,5,3,1
0,12,3,2, SF Nook Spr,SalishSea,NA,Spring,1,314.5613545,5,3,1
1,1,3,2, SF Nook Spr,SalishSea,NA,Spring,1,314.5613545,5,3,1
1,2,3,2, SF Nook Spr,SalishSea,NA,Spring,1,314.5613545,5,3,1
1,3,3,2, SF Nook Spr,SalishSea,NA,Spring,1,314.5613545,5,3,1
1,4,3,2, SF Nook Spr,SalishSea,NA,Spring,1,314.5613545,5,3,1
1,5,3,2, SF Nook Spr,SalishSea,NA,Spring,1,411.8807533,5,3,1
1,6,3,2, SF Nook Spr,SalishSea,NA,Spring,1,411.8807533,5,3,1
1,7,3,2, SF Nook Spr,SalishSea,NA,Spring,1,460.5324546,5,3,1
1,8,3,2, SF Nook Spr,SalishSea,NA,Spring,1,460.5324546,5,3,1
1,9,3,2, SF Nook Spr,SalishSea,NA,Spring,1,547.5436611,5,3,1
1,10,3,2, SF Nook Spr,SalishSea,NA,Spring,1,547.5436611,5,3,1
1,11,3,2, SF Nook Spr,SalishSea,NA,Spring,1,547.5436611,5,3,1
1,12,3,2, SF Nook Spr,SalishSea,NA,Spring,1,547.5436611,5,3,1
2,1,3,2, SF Nook Spr,SalishSea,NA,Spring,1,547.5436611,5,3,1
2,2,3,2, SF Nook Spr,SalishSea,NA,Spring,1,547.5436611,5,3,1
2,3,3,2, SF Nook Spr,SalishSea,NA,Spring,1,547.5436611,5,3,1
2,4,3,2, SF Nook Spr,SalishSea,NA,Spring,1,547.5436611,5,3,1
2,5,3,2, SF Nook Spr,SalishSea,NA,Spring,1,615.4411017,5,3,1
2,6,3,2, SF Nook Spr,SalishSea,NA,Spring,1,615.4411017,5,3,1
2,7,3,2, SF Nook Spr,SalishSea,NA,Spring,1,649.3842419,5,3,1
2,8,3,2, SF Nook Spr,SalishSea,NA,Spring,1,649.3842419,5,3,1
2,9,3,2, SF Nook Spr,SalishSea,NA,Spring,1,710.0899008,5,3,1
2,10,3,2, SF Nook Spr,SalishSea,NA,Spring,1,710.0899008,5,3,1
2,11,3,2, SF Nook Spr,SalishSea,NA,Spring,1,710.0899008,5,3,1
2,12,3,2, SF Nook Spr,SalishSea,NA,Spring,1,710.0899008,5,3,1
3,1,3,2, SF Nook Spr,SalishSea,NA,Spring,1,710.0899008,5,3,1
3,2,3,2, SF Nook Spr,SalishSea,NA,Spring,1,710.0899008,5,3,1
3,3,3,2, SF Nook Spr,SalishSea,NA,Spring,1,710.0899008,5,3,1
3,4,3,2, SF Nook Spr,SalishSea,NA,Spring,1,710.0899008,5,3,1
3,5,3,2, SF Nook Spr,SalishSea,NA,Spring,1,757.4603377,5,3,1
3,6,3,2, SF Nook Spr,SalishSea,NA,Spring,1,757.4603377,5,3,1
3,7,3,2, SF Nook Spr,SalishSea,NA,Spring,1,781.1416631,5,3,1
3,8,3,2, SF Nook Spr,SalishSea,NA,Spring,1,781.1416631,5,3,1
3,9,3,2, SF Nook Spr,SalishSea,NA,Spring,1,823.4945641,5,3,1
3,10,3,2, SF Nook Spr,SalishSea,NA,Spring,1,823.4945641,5,3,1
3,11,3,2, SF Nook Spr,SalishSea,NA,Spring,1,823.4945641,5,3,1
3,12,3,2, SF Nook Spr,SalishSea,NA,Spring,1,823.4945641,5,3,1
4,1,3,2, SF Nook Spr,SalishSea,NA,Spring,1,823.4945641,5,3,1
4,2,3,2, SF Nook Spr,SalishSea,NA,Spring,1,823.4945641,5,3,1
4,3,3,2, SF Nook Spr,SalishSea,NA,Spring,1,823.4945641,5,3,1
4,4,3,2, SF Nook Spr,SalishSea,NA,Spring,1,823.4945641,5,3,1
4,5,3,2, SF Nook Spr,SalishSea,NA,Spring,1,856.5437965,5,3,1
4,6,3,2, SF Nook Spr,SalishSea,NA,Spring,1,856.5437965,5,3,1
4,7,3,2, SF Nook Spr,SalishSea,NA,Spring,1,873.0656966,5,3,1
4,8,3,2, SF Nook Spr,SalishSea,NA,Spring,1,873.0656966,5,3,1
0,9,4,1, Skag Su/Fl Fing,SalishSea,Fingerling,SummerFall,1,250.8443418,5,3,9
0,10,4,1, Skag Su/Fl Fing,SalishSea,Fingerling,SummerFall,1,250.8443418,5,3,9
0,11,4,1, Skag Su/Fl Fing,SalishSea,Fingerling,SummerFall,1,250.8443418,5,3,9
0,12,4,1, Skag Su/Fl Fing,SalishSea,Fingerling,SummerFall,1,250.8443418,5,3,9
1,1,4,1, Skag Su/Fl Fing,SalishSea,Fingerling,SummerFall,1,250.8443418,5,3,9
1,2,4,1, Skag Su/Fl Fing,SalishSea,Fingerling,SummerFall,1,250.8443418,5,3,9
1,3,4,1, Skag Su/Fl Fing,SalishSea,Fingerling,SummerFall,1,250.8443418,5,3,9
1,4,4,1, Skag Su/Fl Fing,SalishSea,Fingerling,SummerFall,1,250.8443418,5,3,9
1,5,4,1, Skag Su/Fl Fing,SalishSea,Fingerling,SummerFall,1,340.3087236,5,3,9
1,6,4,1, Skag Su/Fl Fing,SalishSea,Fingerling,SummerFall,1,340.3087236,5,3,9
1,7,4,1, Skag Su/Fl Fing,SalishSea,Fingerling,SummerFall,1,385.1919173,5,3,9
1,8,4,1, Skag Su/Fl Fing,SalishSea,Fingerling,SummerFall,1,385.1919173,5,3,9
1,9,4,1, Skag Su/Fl Fing,SalishSea,Fingerling,SummerFall,1,465.7612016,5,3,9
1,10,4,1, Skag Su/Fl Fing,SalishSea,Fingerling,SummerFall,1,465.7612016,5,3,9
1,11,4,1, Skag Su/Fl Fing,SalishSea,Fingerling,SummerFall,1,465.7612016,5,3,9
1,12,4,1, Skag Su/Fl Fing,SalishSea,Fingerling,SummerFall,1,465.7612016,5,3,9
2,1,4,1, Skag Su/Fl Fing,SalishSea,Fingerling,SummerFall,1,465.7612016,5,3,9
2,2,4,1, Skag Su/Fl Fing,SalishSea,Fingerling,SummerFall,1,465.7612016,5,3,9
2,3,4,1, Skag Su/Fl Fing,SalishSea,Fingerling,SummerFall,1,465.7612016,5,3,9
2,4,4,1, Skag Su/Fl Fing,SalishSea,Fingerling,SummerFall,1,465.7612016,5,3,9
